╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
и╜┤ф╢m,дgжa,─jдOи{мq1~30жa╕╣,1452.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1050721,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,689,,0.0,0,┐╦д═├ЎлY╢бдзецйЎбC,RPQNMLTLQHLFFBT67CA
░к╛Ё╢m,й╨жa(дgжa+л╪кл),л╠кF┐д░к╛Ё╢mжP┐│╕Ї1~30╕╣,115.0,╣A,,,1050623,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830510,157.29,5,2,2,ж│,╡L,1100000,6993,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLLMQHLFFBT96CA
░к╛Ё╢m,дgжa,дj╕Ї├Ўмq╖sдj╕Ї├Ўдpмq181~210жa╕╣,2556.0,,пSйw▒Mе╬░╧,╣C╛═е╬жa,1050715,дgжa11л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15500000,6064,,0.0,0,е╗╢R╜цо╫еєлY─▌к■╢Rж^пSоэецйЎбAифецйЎ╗∙оцеiпр▓зйєел│їе┐▒`ецйЎ╗∙оцбC,RPSNMLQLQHLFFBT57CA
╝щж{┬э,й╨жa(дgжa+л╪кл)+иожь,л╠кF┐д╝щж{┬эо№▒d╡є211~240╕╣,25.24,жэ,,,1050721,дgжa1л╪кл1иожь1,д╗╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830407,141.20999999999998,3,2,2,ж│,╡L,2880000,20395,йY╣Dенн▒,0.0,0,,RPQNMLNJQHLFFCT96CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э║aжN╡є116л╤1~30╕╣,136.04,жэ,,,1050720,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1040629,206.52,4,2,4,ж│,╡L,8500000,41158,,0.0,0,,RPRNMLMJQHLFFCT96CA
╖s░ё╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╖s░ё╢mд╙ен╕Ї31~60╕╣,108.55,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1050721,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0780307,108.49,3,2,2,ж│,╡L,1200000,11061,,0.0,0,,RPPNMLMKQHLFFCT86CA
д║оH╢m,дgжa,ж`└Yмq271~300жa╕╣,2719.83,,д@пы╣A╖~░╧,╣Aкке╬жa,1050614,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8960000,3294,,0.0,0,,RPRNMLMKQHLFFCT07CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mдд╡╪дT╡є1~30╕╣,107.67,жэ,,,1050717,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1011205,182.56,4,2,3,ж│,╡L,7100000,38891,,0.0,0,,RPTNMLRKQHLFFCT77CA
║┐оa╢m,дgжa,▓Dдsмq1081~1110жa╕╣,920.0,,дsйYжaлOи|░╧,кL╖~е╬жa,1050302,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,35000,38,,0.0,0,,RPWNMLQLQHLFFCT08CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э▓ю└Y╕Ї1~30╕╣,251.41,жэ,,,1050527,дgжa4л╪кл1иожь0,д@╝hбAдG╝h,дG╝h,й▒н▒(й▒╛Q),й▒чEбBжэжv,┐√╡м▓V╛одg│y,0750724,262.37,3,2,4,ж│,╡L,13000000,49548,,0.0,0,,RPPNMLMJQHLFFDT86CA
╖s╢щ╢m,дgжa,╖sжNмq1231~1260жa╕╣,1805.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050627,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6317500,3500,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCж@ж│дH╝╞2дHбC,RPRNMLNJQHLFFDT17CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э▓ю└Y╕Ї1~30╕╣,55.03,жэ,,,1050716,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830625,147.38,3,2,2,ж│,╡L,2250000,15267,,0.0,0,,RPVNMLOJQHLFFDT67CA
кL├ф╢m,дgжa,дU╔▄мq31~60жa╕╣,204.17,,,,1050718,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,438500,2148,,0.0,0,,RPQNMLPJQHLFFDT27CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬эй·┬з╕Ї199л╤61~90╕╣,87.07,жэ,,,1050720,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg║c│y,1050204,160.74,4,2,2,ж│,╡L,10600000,65945,,0.0,0,,RPTNMLSKQHLFFDT97CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬эй·┬з╕Ї199л╤91~120╕╣,90.29,жэ,,,1050720,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэжv,┐√╡м▓V╛одg║c│y,1050204,160.74,4,2,3,ж│,╡L,9700000,60346,,0.0,0,,RPQNMLQLQHLFFDT57CA
лэмK┬э,дgжa,╖sнэмq451~480жa╕╣,3139.82,,д@пы╣A╖~░╧,╣Aкке╬жa,1050710,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3884713,1237,,0.0,0,,RPRNMLLJQHLFFET07CA
лэмK┬э,дgжa,╖sнэмq451~480жa╕╣,3139.82,,д@пы╣A╖~░╧,╣Aкке╬жa,1050720,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3884713,1237,,0.0,0,,RPSNMLLJQHLFFET17CA
лэмK┬э,л╪кл,л╠кF┐длэмK┬эе|╖╛╕Ї241~270╕╣,0.0,,,,1050712,дgжa0л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0681012,89.24,3,1,1,ж│,╡L,1500000,16809,,0.0,0,и№╢┼┼v╢┼░╚╝v┼Tй╬╢┼░╚йш└vдзецйЎбC,RPQNMLQKQHLFFET57CA
и╬еV╢m,й╨жa(дgжa+л╪кл),л╠кF┐ди╬еV╢mдхд╞дT╕Ї61~90╕╣,202.1,жэ,,,1050621,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1050406,216.57,4,2,3,ж│,╡L,8100000,37401,,0.0,0,,RPPNMLNLQHLFFFT37CA
╕Uдж╢m,дgжa,╕Uжwмq991~1020жa╕╣,2.4,░╙,,,1050713,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,120096,50040,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPUNMLPJQHLFFAT47DA
fa72оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╞QоH╢mеKе┐╕Ї1~30╕╣,506.12,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050629,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0600101,157.54,3,2,2,ж│,╡L,1865868,11844,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLNJQHLFFBT86DA
╕U┼r╢m,дgжa,╝w│╙мq901~930жa╕╣,57.48,,д@пы╣A╖~░╧,дЇзQе╬жa,1050620,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,41960,730,,0.0,0,▓╜к┴д╜╖~▓╛┬р,RPWNMLOLQHLFFCT97DA
╕U┼r╢m,дgжa,╝w│╙мq901~930жa╕╣,81.62,,д@пы╣A╖~░╧,дЇзQе╬жa,1050620,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,59583,730,,0.0,0,▓╜к┴д╜╖~▓╛┬р,RPXNMLOLQHLFFCT08DA
╕U┼r╢m,дgжa,╝w│╙мq871~900жa╕╣,275.2,,д@пы╣A╖~░╧,дЇзQе╬жa,1050610,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,160717,584,,0.0,0,▓╜к┴д╜╖~▓╛┬р,RPOOMLOLQHLFFCT27DA
╕U┼r╢m,дgжa,╝w│╙мq901~930жa╕╣,94.45,,д@пы╣A╖~░╧,дЇзQе╬жa,1050610,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,55159,584,,0.0,0,▓╜к┴д╜╖~▓╛┬р,RPPOMLOLQHLFFCT37DA
╕U┼r╢m,дgжa,е├╝yмq211~240жa╕╣,806.06,,д@пы╣A╖~░╧,╣Aкке╬жa,1050630,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,353054,438,,0.0,0,▓╜к┴д╜╖~▓╛┬р,RPTNMLQLQHLFFCT87DA
кD╝d╢m,дgжa,д╙╖╜мq241~270жa╕╣,257.12,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050727,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,500000,1945,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLMJQHLFFFT27EA
п[▓y╢m,дgжa,е╗║омq31~60жa╕╣,177.48,жэ,,,1050607,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5300000,29863,,0.0,0,,RPPNMLTJQHLFFDT67DA
кDдs╢m,дgжa,е[╕Sмq961~990жa╕╣,1022.22,,д@пы╣A╖~░╧,╣Aкке╬жa,1050714,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5800000,5674,,0.0,0,,RPPNMLNJQHLFFFT17CA
иdдж╢m,дgжa,кF╖╜мq511~540жa╕╣,25.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1050606,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,20000,800,,0.0,0,┐╦д═пSоэ├ЎлY╢бдзецйЎбC,RPRNMLQKQHLFFET67CA
лэмK┬э,дgжa,╣┤лiмq61~90жa╕╣,112.75,╣A,,,1050712,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3636000,32248,,0.0,0,,RPWNMLMJRHLFFET77CA
лэмK┬э,й╨жa(дgжa+л╪кл),л╠кF┐длэмK┬э?┌е,94.38,жэ,,,1050719,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840505,178.0,5,1,4,ж│,╡L,7420000,41685,,0.0,0,,RPOOMLMJRHLFFET07CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬эй·┬з╕Ї199л╤91~120╕╣,89.42,жэ,,,1050720,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg║c│y,1050204,160.74,4,2,2,ж│,╡L,9700000,60346,,0.0,0,,RPUNMLSKQHLFFDT08CA
╖s╢щ╢m,дgжa,дWпQ└sмq691~720жa╕╣,817.49,╣A,,,1050719,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1307984,1600,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPWNMLOJQHLFFDT77CA
лnж{╢m,дgжa,жPжwмq1861~1890жa╕╣,80.53,,,,1050712,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,74700,928,,0.0,0,,RPPNMLPJQHLFFDT17CA
╖s╢щ╢m,дgжa,╖sе═мq931~960жa╕╣,100.31,жэ,,,1050717,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1911682,19058,,0.0,0,,RPQNMLSJQHLFFDT57CA
╖s╢щ╢m,дgжa,╖sжNмq661~690жa╕╣,132.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050721,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,711605,5391,,0.0,0,,RPRNMLSJQHLFFDT67CA
╖s╢щ╢m,дgжa,╖sжNмq661~690жa╕╣,111.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050721,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,598395,5391,,0.0,0,,RPSNMLSJQHLFFDT77CA
оr│╗╢m,дgжa,│╗лHмq691~720жa╕╣,1589.92,,д@пы╣A╖~░╧,╣Aкке╬жa,1050704,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,2516,,0.0,0,,RPUNMLSJQHLFFDT97CA
оr│╗╢m,дgжa,┤фкFмq151~180жa╕╣,1049.35,,д@пы╣A╖~░╧,╣Aкке╬жa,1050704,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,800000,762,,0.0,0,,RPUNMLMJQHLFFDT37CA
╕U┼r╢m,дgжa,дTе┴мq271~300жa╕╣,3804.79,,д@пы╣A╖~░╧,╣Aкке╬жa,1050701,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4118000,1082,,0.0,0,,RPPNMLNJQHLFFCT86CA
дTжaк∙╢m,й╨жa(дgжa+л╪кл),л╠кF┐ддTжaк∙╢mдде┐╕ЇдGмq55л╤1~30╕╣,89.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050711,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0860510,101.23,4,2,2,ж│,╡L,1000000,9878,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCи№╢┼┼v╢┼░╚╝v┼Tй╬╢┼░╚йш└vдзецйЎбC,RPRNMLTLQHLFFBT77CA
fa72оH╢m,дgжa,╖s░кмq301~330жa╕╣,5728.19,,д@пы╣A╖~░╧,╣Aкке╬жa,1050722,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,698,,0.0,0,,RPXNMLRKQHLFFBT08CA
дEжp╢m,й╨жa(дgжa+л╪кл),л╠кF┐ддEжp╢mжие\дG╡є91~120╕╣,144.87,жэ,,,1050712,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0960516,214.54,3,1,3,ж│,╡L,6800000,31696,,0.0,0,,RPSNMLLKQHLFFAT86CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFелл╪кZ╕Ї95л╤1~30╕╣,43.93,жэ,,,1050628,дgжa3л╪кл1иожь1,е|╝h,дн╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020401,124.85,3,2,2,ж│,ж│,4220000,33801,д@╝╙енн▒,0.0,0,,RPXOMLMKQHLFFAT57CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел▒Rлi╡є1~30╕╣,168.36,жэ,,,1050714,дgжa4л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1021025,170.39,4,2,3,ж│,╡L,8600000,50472,,0.0,0,,RPQOMLTJQHLFFAT47CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢m╖s┤I╡є91~120╕╣,142.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050621,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1040818,229.82,5,2,5,ж│,╡L,8800000,38291,,0.0,0,,RPVNMLKKQHLFFAT07CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFелкZжи╡є5л╤1~30╕╣,28.56,жэ,,,1050630,дgжa1л╪кл1иожь1,дG╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0870917,156.34,3,2,2,ж│,ж│,2830000,18102,йY╣Dенн▒,0.0,0,,RPPOMLPJQHLFFAT96CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел▒R╢з╡є141л╤1~30╕╣,89.0,жэ,,,1050719,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0780320,168.99,2,3,2,ж│,╡L,3700000,21895,,0.0,0,,RPPPMLNJQHLFFAT86CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелдд╡╪╕Ї338л╤1~30╕╣,50.0,жэ,,,1050616,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0630319,68.76,2,2,2,ж│,╡L,2150000,31268,,0.0,0,,RPTOMLNJQHLFFAT17CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFеле┴╛╟╕Ї120л╤31~60╕╣,34.82,жэ,,,1050719,дgжa1л╪кл1иожь0,д@╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0710615,76.54,3,1,2,ж│,╡L,2400000,31356,,0.0,0,,RPXOMLNJQHLFFAT57CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелл╪╡╪д@╡є289л╤1~30╕╣,92.0,жэ,,,1050707,дgжa2л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,┐j│y,0550608,62.83,3,2,3,ж│,╡L,3120000,49658,,0.0,0,,RPTOMLMJQHLFFAT07CA
л╠кF╔],дgжa,▓M╖╦мq1741~1770жa╕╣,195.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050724,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1090000,5590,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUOMLMJQHLFFAT17CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелн}д╞д@╡є61~90╕╣,76.0,жэ,,,1050718,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0680306,100.8,4,2,2,ж│,╡L,3750000,37202,,0.0,0,,RPPNMLNJQHLFFAT66CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелл╪лn╕Ї121~150╕╣,28.91,жэ,,,1050719,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0711030,88.54,3,2,2,ж│,╡L,400000,4518,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLNJQHLFFAT96CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFел╝sкFлn╕Ї91~120╕╣,36.52,жэ,,,1050623,дgжa1л╪кл1иожь1,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0881122,226.81,4,2,2,ж│,╡L,6500000,28658,йY╣Dенн▒,0.0,0,,RPROMLLMQHLFFAT07CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел┬╫ж~╡є211~240╕╣,20.22,жэ,,,1050726,дgжa1л╪кл1иожь0,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830504,105.17,3,1,2,ж│,╡L,2500000,23771,,0.0,0,,RPSNMLQLQHLFFAT47CA
л╠кF╔],дgжa,│╙┐│мq541~570жa╕╣,204.0,жэ,,,1050725,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6500000,31863,,0.0,0,,RPWNMLTLQHLFFAT18CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелд╜е┐дG╡є125л╤1~30╕╣,106.25,жэ,,,1050715,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040608,206.26,4,2,4,ж│,╡L,8700000,42180,,0.0,0,,RPSOMLNJQHLFFAT07CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFеле·й·╡є121~150╕╣,49.66,жэ,,,1050718,дgжa4л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0931124,134.77,3,2,4,ж│,╡L,5550000,41181,,0.0,0,,RPUNMLOJQHLFFAT27CA
