¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦èÀ¬¶m,¤g¦a,¤G®r«n¬q601~630¦a¸¹,510.83,¨ä¥L,,,1061103,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,612996,1200,,0.0,0,,RPVNMLMLJIMFFAX37DA
°¨¤½¥«,¤g¦a,¤¤½Ã¬q421~450¦a¸¹,1795.71,¤u,,,1061102,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,20099000,11193,,0.0,0,,RPUNMLMLJIMFFAX17CA
´ò¦è¶m,¤g¦a,¨F´ä¥_¬q1021~1050¦a¸¹,131.46,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060912,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,422800,3216,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLLJKIMFFAX66EA
´ò¦è¶m,¤g¦a,³\®a¬q871~900¦a¸¹,2084.45,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1061025,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,56800000,27249,,0.0,0,Åv§Q¤H¦@9¤H,§t9¤á¥¼¨Ó¿³«Ø©Ð«Î¤§¶O¥Î,RPUNMLTLJIMFFAX87CA
´ò¦è¶m,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤´ò¦è¶m¨F´ä181~210¸¹,660.23,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1061011,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0931110,199.01,3,1,2,¦³,µL,2410836,12114,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLMLJIMFFAX86EA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«¤j®×¤s1~30¸¹,99.02,¦í,,,1061030,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1060927,191.45,4,2,5,¦³,µL,7200000,37608,,0.0,0,,RPPNMLQKKIMFFAX17DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«¤j®×¤s1~30¸¹,106.38,¦í,,,1061030,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1060927,195.92,5,2,6,¦³,µL,7380000,37668,,0.0,0,,RPQNMLQKKIMFFAX27DA
°¨¤½¥«,¤g¦a,ªF½Ã¬q1651~1680¦a¸¹,714.35,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060902,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6800000,9519,,0.0,0,,RPRNMLKLJIMFFAX66CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½¥«¤j®×¤s1~30¸¹,81.32,¦í,,,1061015,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0720525,95.44,3,1,2,¦³,µL,2800000,29338,,0.0,0,,RPSNMLKLJIMFFAX76CA
´ò¦è¶m,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤´ò¦è¶m´ä¤l§À61~90¸¹,291.25,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1061030,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040917,310.27,6,2,5,¦³,µL,9700000,31263,,0.0,0,,RPPNMLMLJIMFFAX66CA
