╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
кт╢щ╢m,дgжa,е┴▒┌мq841~870жa╕╣,322.15,жэ,,,1030707,дgжa5л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6911124,21453,,0.0,0,,RPUNMLKLJIJFFAN28CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞╔]╣№╖s╕Їд@мq26л╤61~90╕╣,72.0,ифеL,,,1030912,дgжa2л╪кл1иожь0,д@╝h,д@╝h,ифеL,жэоaе╬,е[▒j┐j│y,0580731,51.01,1,1,1,ж│,╡L,1000000,19604,,0.0,0,,RPXNMLLLJIJFFAN68CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞╔]дде┐╕Їд@мq61~90╕╣,373.0,жэ,,,1031001,дgжa2л╪кл1иожь0,е■,дн╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0771105,1187.53,0,0,0,╡L,╡L,47580000,40066,,0.0,0,,RPTOMLLLJIJFFAN38CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞╔]л╪░ъкF╕Ї210л╤6з╦1~30╕╣,101.18,жэ,,,1030920,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0831215,158.65,5,2,4,ж│,╡L,7750000,48850,,0.0,0,,RPXOMLSLJIJFFAN86CA
│└┤ф┬э,дgжa,│└▒[мq1141~1170жa╕╣,1245.71,,пSйw╣A╖~░╧,╣Aкке╬жa,1031015,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1743994,1400,,0.0,0,,RPPNMLKKJIJFFCN87CA
│└┤ф┬э,дgжa,│└▒[мq1111~1140жa╕╣,4149.71,,пSйw╣A╖~░╧,╣Aкке╬жa,1031015,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5809594,1400,,0.0,0,,RPQNMLKKJIJFFCN97CA
║╓┐│╢m,дgжa,иqжwмq2371~2400жa╕╣,1954.0,,,,1030923,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,16550300,8470,,0.0,0,,RPPNMLSLJIJFFCN78CA
║╓┐│╢m,дgжa,,78.0,,,,1030923,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,660600,8469,,0.0,0,,RPQNMLSLJIJFFCN88CA
н√кL┬э,дgжa,╖╜╝цмq1~30жa╕╣,154.25,,пSйw╣A╖~░╧,╣Aкке╬жa,1030915,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,480000,3112,,0.0,0,,RPSNMLOJJIJFFDN58CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кL┬эи|н^╕Ї22л╤1~30╕╣,23.02,░╙,,,1030924,дgжa1л╪кл1иожь0,дT╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0840821,174.82,4,2,1,ж│,ж│,4700000,26885,,0.0,0,,RPRNMLPJJIJFFDN58CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кL┬эдддs╕ЇдGмq147л╤12з╦1~30╕╣,69.03,жэ,,,1031003,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0621229,90.3,4,3,3,ж│,╡L,2300000,25471,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLLKJIJFFDN28CA
н√кL┬э,дgжa,╖sжшкFмq271~300жa╕╣,265.8,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1031022,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5900000,22197,,0.0,0,,RPWNMLLKJIJFFDN78CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢m║X┐│╕Їд@мq389л╤31~60╕╣,98.29,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1031014,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840322,185.96,3,2,3,ж│,╡L,3600000,19359,,0.0,0,,RPPNMLMKJIJFFDN18CA
н√кL┬э,дgжa,┤f╣Aмq871~900жa╕╣,0.57,жэ,,,1031015,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,17076,0,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLMKJIJFFDN28CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢m║X┐│╕Їд@мq347л╤1~30╕╣,1522.57,,пSйw╣A╖~░╧,╣Aкке╬жa,1030622,дgжa1л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,╣Aк┘,игифеL╡n░Oи╞╢╡,0851210,120.0,5,1,4,ж│,╡L,9000000,,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLSLJIJFFDN98CA
н√кL┬э,дgжa,ддкFмq301~330жa╕╣,1240.54,,дsйYжaлOи|░╧,╣Aкке╬жa,1030922,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2000000,1612,,0.0,0,,RPQNMLNJKIJFFDN38CA
н√кL┬э,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐дн√кL┬эн╗дsдT╕Ї1~30╕╣,183.35,,╢mз°░╧,дA║╪л╪┐vе╬жa,1030918,дgжa1л╪кл1иожь2,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030806,398.59,4,3,4,ж│,╡L,20000000,50177,д@╝╙енн▒,0.0,0,1.ецйЎ┴`╗∙зt╣q▒шбC2.ецйЎ┴`╗∙зtдGн╙░▒иожьбC,RPROMLNJKIJFFDN58CA
е╨дд┬э,дgжa,е~дT╢Їнэмq241~270жa╕╣,4172.5,,пSйw╣A╖~░╧,дB║╪л╪┐vе╬жa,1030911,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,16803600,4027,,0.0,0,д╜еqк╤кFдgжaеX░тдgжaйєд╜еq,RPRNMLLJKIJFFEN38CA
е╨дд┬э,дgжa,е~дT╢Їнэмq241~270жa╕╣,8019.0,,пSйw╣A╖~░╧,дB║╪л╪┐vе╬жa,1030911,дgжa9л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,43242450,5392,,0.0,0,д╜еqк╤кFеX░тдgжaйєд╜еq,RPSNMLLJKIJFFEN48CA
╖╦ж{╢m,дgжa,ж`╝dмq211~240жa╕╣,121.33,,╢mз°░╧,дA║╪л╪┐vе╬жa,1031024,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,734066,6050,,0.0,0,┐╦д═╢бпSоэ├ЎлYдзецйЎбC,RPVNMLOJJIJFFFN09CA
е_дц┬э,дgжa,кF┴│мq691~720жa╕╣,614.29,,пSйw╣A╖~░╧,╣Aкке╬жa,1001008,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,1628,,0.0,0,,RPPNMLQJJIJFFFN68CA
░ё└Y╢m,й╨жa(дgжa+л╪кл),╣№д╞┐д░ё└Y╢mдд╡╪╕Ї301~330╕╣,102.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1031014,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840408,149.59,4,2,2,ж│,╡L,2050000,13704,,0.0,0,,RPQNMLRJJIJFFFN88CA
к┌нb╢m,дgжa,▒[╕}мq871~900жa╕╣,4033.28,,д@пы╣A╖~░╧,╣Aкке╬жa,1031002,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2000000,496,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCеSз╠╢б╢R╜ц,RPPNMLPJJIJFFGN68CA
ж╦╢э╢m,дgжa,ж╦╢эмq961~990жa╕╣,2737.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031017,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4598160,1680,,0.0,0,,RPRNMLQJJIJFFGN98CA
к┌нb╢m,дgжa,║~─_╢щмq31~60жa╕╣,155.75,,д@пы╣A╖~░╧,╣Aкке╬жa,1031020,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,155750,1000,,0.0,0,,RPOOMLRJJIJFFGN88CA
дGкL┬э,дgжa,╕UжXмq91~120жa╕╣,151.69,,╢mз°░╧,дA║╪л╪┐vе╬жa,1031005,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,200000,1318,,0.0,0,,RPWNMLMKJIJFFGN56CA
оH╞Q╢m,дgжa,лn┐│мq181~210жa╕╣,3551.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031003,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12600000,3548,,0.0,0,,RPSNMLQJJIJFFHN56CA
╣№д╞ел,дgжa,й╡енмq1021~1050жa╕╣,43.0,жэ,,,1031010,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1290000,30000,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPSNMLOJJIJFFAN38DA
кс╛┬╢m,дgжa,лnе╒иFз|мq1171~1200жa╕╣,1627.76,,дsйYжaлOи|░╧,╣Aкке╬жa,1031021,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,2457,,0.0,0,е╗дgжaе╝╛F╕Ї.,RPUOMLOJJIJFFAN68DA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞╔]╣№лn╕ЇдTмq202л╤1~30╕╣,19.85,,╢mз°░╧,дA║╪л╪┐vе╬жa,1031016,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0660425,22.08,3,1,2,ж│,╡L,790000,35779,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPVOMLOJJIJFFAN78DA
иqдЇ╢m,дgжa,░вжшмq121~150жa╕╣,2765.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031023,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12719000,4600,,0.0,0,,RPSNMLPJJIJFFAN48DA
иqдЇ╢m,дgжa,░вжшмq121~150жa╕╣,4544.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031023,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,20901000,4600,,0.0,0,,RPTNMLPJJIJFFAN58DA
иqдЇ╢m,й╨жa(дgжa+л╪кл),╣№д╞┐диqдЇ╢m║╓жwз°╣№дЇ╕ЇдGмq451л╤1~30╕╣,107.7,жэ,,,1030925,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030804,195.09,4,1,3,ж│,╡L,8880000,45517,,0.0,0,,RPVNMLKKJIJFFAN38DA
иqдЇ╢m,й╨жa(дgжa+л╪кл),╣№д╞┐диqдЇ╢m║╓жwз°╣№дЇ╕ЇдGмq451л╤1~30╕╣,99.0,жэ,,,1030925,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030804,195.09,4,1,3,ж│,╡L,8880000,45517,,0.0,0,,RPXNMLKKJIJFFAN58DA
дjз°╢m,дgжa,╖O▓╗мq691~720жa╕╣,401.6,,пSйw╣A╖~░╧,╣Aкке╬жa,1031015,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2050000,5105,,0.0,0,,RPPNMLQJJIJFFDN58DA
е╨з└╢m,дgжa,йMенмq1621~1650жa╕╣,1323.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031024,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3300000,2494,,0.0,0,,RPQNMLMKJIJFFFN58DA
░ё└Y╢m,дgжa,е├┬╫мq601~630жa╕╣,12.14,жэ,,,1031015,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,223376,18400,,0.0,0,,RPSNMLQLJIJFFFN66DA
оH╞Q╢m,й╨жa(дgжa+л╪кл),╣№д╞┐доH╞Q╢mдде┐дT╕Ї91~120╕╣,132.0,жэ,,,1031013,дgжa5л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1000926,156.11,4,2,3,ж│,╡L,6420000,41125,,0.0,0,╢Rи№дHж│дGдHжUл∙д└1/2(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPRNMLQJJIJFFHN56DA
н√кL┬э,дgжa,кFе_мq91~120жa╕╣,108.94,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1031024,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2191873,20120,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPUNMLMJKIJFFDN88EA
н√кL┬э,дgжa,кFе_мq91~120жa╕╣,42.79,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1031024,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,860935,20120,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPVNMLMJKIJFFDN98EA
дGкL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐ддGкL┬экF┐│и╜11╛Fи|н^╡є178л╤31~60╕╣,143.83,дu,,,1031008,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010308,178.91,3,3,2,ж│,╡L,5800000,32419,,0.0,0,,RPOOMLQJJIJFFGN88DA
н√кL┬э,дgжa,┬╫ж~мq361~390жa╕╣,152.33,ифеL,,,1030819,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2574433,16900,,0.0,0,,RPQNMLQJJIJFFDN68DA
н√кL┬э,дgжa,┬╫ж~мq361~390жa╕╣,152.33,ифеL,,,1030819,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2574433,16900,,0.0,0,,RPRNMLQJJIJFFDN78DA
н√кL┬э,дgжa,е┴е═мq1~30жa╕╣,67.5,ифеL,,,1031023,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2632500,39000,,0.0,0,,RPSNMLQJJIJFFDN88DA
║╓┐│╢m,дgжa,╖sе═мq2131~2160жa╕╣,53.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1031020,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1488000,28075,,0.0,0,,RPPNMLQJJIJFFCN48DA
кс╛┬╢m,й╨жa(дgжa+л╪кл),╣№д╞┐дкс╛┬╢mе·й·╕Ї31~60╕╣,41.22,жэ,,,1030922,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0810312,85.26,6,1,3,ж│,╡L,2800000,32841,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLSLJIJFFAN88DA
оHд▀╢m,й╨жa(дgжa+л╪кл),╣№д╞┐доHд▀╢mн√│└╕Їднмq241л╤1~30╕╣,140.7,жэ,,,1031026,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0760801,164.73,5,1,4,ж│,╡L,5360000,32538,,0.0,0,,RPOOMLPJJIJFFHN78CA
╖╦┤Є┬э,дgжa,║╓жwмq541~570жa╕╣,267.19,░╙,,,1031008,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,23600870,88330,,0.0,0,,RPRNMLLKJIJFFHN68CA
оH╞Q╢m,дgжa,е·й·мq1651~1680жa╕╣,1688.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031017,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6600000,3910,,0.0,0,,RPUNMLLKJIJFFHN98CA
оH╞Q╢m,дgжa,е·й·мq661~690жa╕╣,2500.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031021,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12500000,5000,,0.0,0,,RPSOMLNKJIJFFHN09CA
оHд▀╢m,дgжa,└M┐│мq871~900жa╕╣,111.0,╣A,,,1031022,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1847040,16640,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPSNMLOKJIJFFHN09CA
╖╦┤Є┬э,дgжa,ддкFмq691~720жa╕╣,17.83,,╢mз°░╧,дA║╪л╪┐vе╬жa,1031022,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,326000,18284,,0.0,0,,RPPNMLKMJIJFFHN58CA
╖╦┤Є┬э,дgжa,ддкFмq691~720жa╕╣,16.48,,╢mз°░╧,дA║╪л╪┐vе╬жa,1031022,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,369000,22391,,0.0,0,,RPQNMLKMJIJFFHN68CA
к┌нb╢m,дgжa,л╪енмq721~750жa╕╣,4048.32,,д@пы╣A╖~░╧,╣Aкке╬жa,1031031,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5870000,1450,,0.0,0,,RPPNMLRJJIJFFGN88CA
дjл░╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjл░╢m│╜╝d╕Ї1~30╕╣,858.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1030918,дgжa1л╪кл2иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0720812,291.23,8,4,4,ж│,╡L,2511700,8624,,0.0,0,┐╦д═╢бдзецйЎбC│sжP▓╛┬рдз│zд╤нэлсдш,ж│╝Wл╪┼Kе╓л╬,д║еtж│3й╨2╞U1╜├е╗╢R╜цл┤м∙лY╕g╢R╜ц┬∙дше¤жц╣Fжииє─│,и№░UжaмFдh╢╚й╙┐ькл┼v╡n░O,╡Lд╢дJифиp┼vеЇжє░▌├D,RPQNMLQJJIJFFGN88CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬эжaмF╕Ї12л╤1~30╕╣,114.99,жэ,,,1030914,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэжv,┐√╡м▓V╛одg│y,1030710,198.93,4,2,3,ж│,╡L,8300000,41723,,0.0,0,,RPPNMLKKJIJFFFN18CA
е╨з└╢m,дgжa,дп┬╫мq1051~1080жa╕╣,3047.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1031017,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,9424514,3093,,0.0,0,,RPRNMLPJJIJFFFN78CA
░ё└Y╢m,дgжa,оHкFмq241~270жa╕╣,2776.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1030930,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8119800,2925,,0.0,0,,RPXNMLPJJIJFFFN76CA
е├╣t╢m,й╨жa(дgжa+л╪кл),╣№д╞┐де├╣t╢mе├л░╕Ї1~30╕╣,107.98,жэ,,,1031003,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0660615,114.24,3,1,2,ж│,╡L,5600000,49020,,0.0,0,,RPQNMLLKJIJFFDN18CA
н√кL┬э,дgжa,н√кLмq1~30жa╕╣,24.47,жэ,,,1031017,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1541695,63003,,0.0,0,,RPPNMLRKJIJFFDN68CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кL┬экL┤╦╕Ї215л╤1~30╕╣,22.77,жэ,,,1030926,дgжa1л╪кл1иожь0,дQд@╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0840821,175.53,4,2,2,ж│,ж│,5000000,28485,,0.0,0,,RPQOMLLLJIJFFDN38CA
н√кL┬э,дgжa,┤f╣Aмq1321~1350жa╕╣,2235.97,жэ,,,1031029,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,134171616,60006,,0.0,0,нл╣║йш╢Oжa,RPXNMLLKJIJFFDN88CA
