編號,車位類別,車位價格,車位面積(平方公尺)
RPPOMLNLJIMFFCB67CC,坡道平面,0,
RPXNMLNLJIMFFCB38CC,坡道平面,0,
RPXNMLNLJIMFFCB38CC,坡道機械,0,
RPSNMLNLJIMFFCB87CC,坡道平面,0,19.55
RPQPMLNLJIMFFCB87CC,坡道機械,0,
RPQPMLNLJIMFFCB87CC,坡道機械,0,
RPTOMLNLJIMFFAB87CC,坡道平面,0,
RPVNMLNLJIMFFAB97CC,其他,0,
RPROMLNLJIMFFCB97DC,其他,0,13345.41
RPSNMLNLJIMFFAB67CC,坡道平面,0,
RPSNMLOLJIMFFAB77CC,坡道平面,0,16.46
RPQPMLRLJIMFFCB28CC,坡道平面,0,37.80
RPPPMLRLJIMFFBB08CC,坡道平面,3500,31.88
RPWPMLRLJIMFFBB78CC,坡道機械,0,13.62
RPQPMLRLJIMFFBB18CC,坡道機械,1800,15.94
RPROMLSLJIMFFBB28CC,坡道平面,0,
RPROMLSLJIMFFBB28CC,坡道平面,0,
RPTPMLRLJIMFFBB48CC,坡道機械,2000,15.94
RPPQMLTLJIMFFBB38CC,坡道平面,0,25.81
RPQPMLKMJIMFFCB67CC,坡道機械,0,18.91
RPOOMLTLJIMFFCB18CC,坡道機械,0,
RPQOMLTLJIMFFCB38CC,坡道平面,0,
RPSPMLLJKIMFFCB77CC,坡道平面,2500,35.91
RPWPMLLJKIMFFCB18CC,坡道機械,1000,18.99
RPVQMLOJKIMFFBB38CC,坡道機械,0,13.59
RPRQMLLJKIMFFCB77CC,坡道機械,1500,18.99
RPVPMLLJKIMFFCB08CC,坡道平面,3000,37.80
RPQRMLOJKIMFFBB97CC,坡道平面,0,27.23
RPXQMLOJKIMFFBB58CC,坡道平面,3200,31.88
RPUNMLRJKIMFFAB18CC,坡道平面,0,
RPUNMLRJKIMFFAB18CC,坡道機械,0,
RPTNMLRJKIMFFJB98CC,坡道平面,0,24.46
RPOOMLRJKIMFFAB77DC,坡道平面,0,27.59
RPOOMLRJKIMFFAB77DC,坡道平面,0,27.59
RPTQMLLKKIMFFCB08CC,坡道機械,0,18.57
RPSQMLLKKIMFFCB97CC,坡道平面,0,
RPURMLLKKIMFFCB28CC,坡道平面,0,
RPRNMLTJKIMFFCB28CC,坡道平面,0,
RPPRMLLKKIMFFBB67CC,坡道機械,2000,15.94
RPUQMLLKKIMFFBB08CC,坡道平面,3000,31.88
RPXQMLLKKIMFFBB38CC,坡道平面,3200,31.88
RPORMLLKKIMFFBB57CC,坡道平面,0,27.90
RPSQMLLKKIMFFBB87CC,坡道平面,3200,27.90
RPWNMLNKKIMFFAB08CC,坡道平面,0,
RPOPMLPKKIMFFCB87CC,坡道平面,0,25.15
RPOPMLPKKIMFFCB87CC,坡道平面,0,25.15
RPUPMLPKKIMFFCB48CC,坡道機械,0,13.92
RPPQMLPKKIMFFCB08CC,坡道平面,2500,35.91
RPSQMLPKKIMFFCB38CC,坡道平面,0,
RPRRMLPKKIMFFCB38CC,坡道平面,0,
RPPRMLPKKIMFFCB18CC,坡道平面,0,44.64
RPSOMLPKKIMFFAB97CC,坡道平面,0,25.46
RPWOMLSKKIMFFCB88CC,坡道平面,0,20.99
RPPNMLSKKIMFFBB97CC,坡道平面,0,
RPTNMLSKKIMFFAB28CC,坡道平面,0,
RPROMLTKKIMFFCB48CC,坡道機械,0,
RPUNMLPKKIMFFHB78CC,坡道平面,0,30.32
RPSNMLKLKIMFFCB67CC,坡道機械,0,30.54
RPOPMLKLKIMFFCB47CC,坡道平面,0,20.96
RPOPMLKLKIMFFCB47CC,坡道平面,0,24.95
RPROMLSKKIMFFBB28CC,坡道平面,0,23.16
RPUPMLKLKIMFFCB08CC,坡道平面,0,32.11
RPSOMLKLKIMFFCB77CC,坡道平面,0,31.50
RPXNMLKLKIMFFCB18CC,坡道機械,0,19.59
RPXNMLKLKIMFFCB18CC,坡道機械,0,19.59
RPOOMLLLKIMFFCB47CC,坡道平面,0,49.40
RPRQMLMLKIMFFCB08CC,坡道平面,3000,37.80
RPPRMLMLKIMFFBB87CC,坡道平面,3000,31.88
RPSNMLKLKIMFFAB47CC,坡道機械,0,
RPRRMLMLKIMFFBB08CC,坡道平面,3200,27.89
RPTRMLMLKIMFFBB28CC,坡道機械,0,13.62
RPURMLMLKIMFFBB38CC,坡道平面,0,27.23
RPWQMLMLKIMFFBB48CC,坡道平面,3200,31.88
RPSOMLPLKIMFFIB88CC,坡道平面,0,
RPSRMLMLKIMFFBB18CC,坡道機械,0,13.62
RPWPMLPLKIMFFBB68CC,坡道平面,0,42.99
RPXQMLMLKIMFFBB58CC,坡道平面,3200,27.89
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道平面,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道平面,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPOOMLRLKIMFFCB08CC,坡道機械,0,9.19
RPQQMLSLKIMFFBB48CC,坡道平面,0,32.77
RPWPMLSLKIMFFBB98CC,坡道平面,0,36.33
RPRQMLSLKIMFFCB68CC,坡道平面,3000,35.91
RPXOMLSLKIMFFCB09CC,坡道機械,0,20.97
RPXPMLSLKIMFFCB56CC,坡道平面,0,21.37
RPXPMLSLKIMFFCB56CC,坡道平面,0,22.94
RPURMLTLKIMFFBB09CC,坡道平面,0,17.92
RPSPMLNJJHNFFCB87CC,坡道機械,0,30.54
RPWPMLNJJHNFFCB28CC,坡道機械,0,16.58
RPWPMLNJJHNFFCB28CC,坡道機械,0,16.58
RPPQMLNJJHNFFCB67CC,坡道平面,0,15.11
RPWQMLNJJHNFFIB98CC,坡道平面,0,23.67
RPWPMLPJJHNFFCB48CC,坡道平面,0,12.97
RPXOMLOJJHNFFBB28CC,坡道平面,0,31.48
RPXOMLOJJHNFFBB28CC,坡道平面,0,31.48
RPPQMLPJJHNFFCB87CC,坡道平面,0,12.97
RPQQMLPJJHNFFCB97CC,一樓平面,0,
RPRQMLSJJHNFFBB28CC,坡道平面,3200,31.88
RPQQMLSJJHNFFCB28CC,坡道平面,3000,37.80
RPSQMLSJJHNFFBB38CC,坡道平面,3200,31.88
RPOOMLTJJHNFFAB77CC,坡道機械,0,
RPTQMLSJJHNFFBB48CC,坡道平面,3200,31.88
RPQPMLSJJHNFFBB08CC,坡道機械,0,31.42
RPQPMLSJJHNFFBB08CC,坡道機械,0,31.42
RPSRMLTJJHNFFDB78CC,坡道機械,0,7.88
RPRSMLTJJHNFFBB58CC,坡道平面,0,
RPPOMLTJJHNFFCB08CC,坡道平面,0,
RPPOMLTJJHNFFCB08CC,坡道平面,0,
RPXQMLTJJHNFFBB98CC,坡道平面,0,
RPOQMLSJJHNFFCB08CC,坡道平面,3313,32.43
RPQOMLTJJHNFFCB18CC,坡道平面,0,
RPROMLTJJHNFFCB28CC,坡道平面,0,
RPSNMLTJJHNFFCB28CC,坡道機械,0,
RPSNMLTJJHNFFCB28CC,坡道機械,0,
RPTPMLTJJHNFFCB58CC,坡道平面,0,
RPTPMLTJJHNFFCB58CC,坡道機械,0,
RPTNMLTJJHNFFCB38CC,坡道機械,0,
RPUNMLTJJHNFFCB48CC,坡道平面,0,
RPXNMLKKJHNFFBB87CC,坡道平面,0,
RPTQMLKKJHNFFCB87CC,坡道平面,2500,35.91
RPSQMLKKJHNFFCB77CC,坡道平面,3000,35.91
RPSRMLKKJHNFFBB77CC,坡道平面,3500,27.90
RPQOMLKKJHNFFAB17CC,坡道平面,0,30.09
RPTNMLLKJHNFFIB28CC,坡道平面,0,31.60
RPUOMLKKJHNFFAB57CC,坡道平面,0,19.53
RPUOMLKKJHNFFAB57CC,坡道機械,0,6.29
RPOSMLKKJHNFFBB47CC,坡道平面,3500,27.23
RPXOMLLKJHNFFCB18CC,坡道平面,0,31.72
RPURMLKKJHNFFBB97CC,坡道機械,2500,13.62
RPOPMLLKJHNFFCB37CC,坡道平面,0,21.37
RPOPMLLKJHNFFCB37CC,坡道平面,0,21.37
RPQPMLLKJHNFFCB57CC,坡道平面,0,26.82
RPSPMLLKJHNFFCB77CC,坡道平面,0,33.21
RPQPMLPKJHNFFCB97CC,坡道平面,0,18.99
RPSPMLQKJHNFFCB28CC,坡道機械,0,32.66
RPOQMLPKJHNFFFB18CC,坡道平面,0,
RPXPMLQKJHNFFCB78CC,坡道平面,0,12.97
RPRNMLQKJHNFFDB08CC,坡道平面,0,
RPSNMLQKJHNFFCB08CC,坡道平面,0,26.76
RPRQMLQKJHNFFCB28CC,坡道平面,0,32.23
RPTRMLPKJHNFFCB48CC,坡道平面,0,
RPPPMLRKJHNFFCB18DC,坡道機械,0,26.73
RPSOMLQKJHNFFAB97CC,坡道平面,0,24.05
RPSRMLRKJHNFFCB58CC,坡道平面,0,19.48
RPUPMLRKJHNFFBB58DC,坡道平面,0,
RPWPMLSKJHNFFCB88CC,坡道平面,0,32.41
RPWQMLSKJHNFFCB98CC,坡道機械,0,
RPUQMLSKJHNFFCB78CC,坡道平面,0,33.79
RPURMLSKJHNFFCB88CC,坡道平面,0,17.63
RPURMLSKJHNFFCB88CC,坡道平面,0,20.10
RPURMLSKJHNFFCB88CC,坡道平面,0,17.63
RPSPMLRKJHNFFBB38DC,坡道機械,0,
RPRPMLRKJHNFFBB28DC,坡道機械,0,
RPSPMLSKJHNFFAB28CC,坡道平面,0,25.12
RPPNMLTKJHNFFFB38CC,坡道平面,0,25.39
RPTSMLTKJHNFFDB09CC,升降機械,0,
RPSNMLKLJHNFFBB47CC,坡道平面,2000,25.81
RPVOMLTKJHNFFBB78DC,坡道平面,0,
RPUNMLNLJHNFFCB08CC,坡道平面,2300,29.47
RPUNMLNLJHNFFCB08CC,坡道平面,2300,29.47
RPUNMLNLJHNFFCB08CC,坡道平面,2300,29.47
RPWQMLMLJHNFFCB48CC,坡道機械,0,23.34
RPWQMLMLJHNFFCB48CC,坡道機械,0,23.34
RPURMLOLJHNFFBB48CC,坡道機械,1800,15.94
RPPPMLOLJHNFFCB87CC,坡道機械,0,18.91
RPQPMLOLJHNFFCB97CC,坡道平面,0,26.42
RPUPMLOLJHNFFCB38CC,坡道機械,0,14.11
RPWPMLOLJHNFFCB58CC,坡道機械,1500,18.99
RPOQMLOLJHNFFCB87CC,坡道平面,0,
RPPQMLOLJHNFFCB97CC,坡道平面,0,
RPVRMLOLJHNFFBB58CC,坡道平面,3500,27.90
RPRPMLPLJHNFFCB18CC,坡道平面,0,19.84
RPWVMLPLJHNFFIB27CC,坡道機械,0,14.45
RPSPMLPLJHNFFCB28CC,坡道平面,0,19.84
RPPQMLPLJHNFFCB08CC,坡道平面,0,37.81
RPXPMLPLJHNFFCB78CC,坡道平面,0,
RPRQMLPLJHNFFCB28CC,坡道機械,0,
RPTSMLPLJHNFFBB58CC,坡道機械,2000,13.62
RPQSMLPLJHNFFBB28CC,坡道平面,0,27.23
RPXPMLPLJHNFFBB78DC,坡道機械,0,22.49
RPWSMLPLJHNFFBB88CC,坡道機械,2500,13.62
RPUNMLTLJHNFFJB76CC,坡道平面,0,27.90
RPUNMLTLJHNFFJB76CC,坡道平面,0,27.89
RPRNMLKMJHNFFCB57CC,坡道平面,0,
RPPOMLKMJHNFFCB47CC,坡道機械,0,
RPROMLKMJHNFFCB67CC,坡道平面,0,
RPROMLKMJHNFFCB67CC,坡道平面,0,
RPROMLKMJHNFFCB67CC,坡道平面,0,
RPSNMLKMJHNFFCB67CC,坡道平面,0,
RPUOMLKMJHNFFCB97CC,坡道平面,0,
RPUOMLKMJHNFFCB97CC,坡道平面,0,
RPTNMLKMJHNFFCB77CC,坡道平面,0,
RPWPMLKMJHNFFCB28CC,坡道平面,0,
RPWPMLKMJHNFFCB28CC,坡道機械,0,
RPWPMLKMJHNFFCB28CC,坡道機械,0,
RPUNMLKMJHNFFBB77CC,坡道平面,0,
RPOQMLKMJHNFFCB57CC,坡道機械,0,20.21
RPVNMLKMJHNFFCB97CC,坡道平面,0,
RPRNMLKMJHNFFAB37CC,坡道機械,0,
RPXOMLLMJHNFFCB38CC,坡道機械,0,13.89
RPQPMLLMJHNFFCB77CC,坡道機械,0,
RPSPMLMJKHNFFCB87CC,坡道機械,0,
RPQRMLKMJHNFFCB87CC,坡道平面,0,40.26
RPPNMLOJKHNFFFB87CC,坡道平面,0,33.00
RPXOMLPJKHNFFAB38CC,坡道平面,0,23.83
RPUQMLPJKHNFFBB38CC,坡道平面,2800,27.89
RPQQMLLMJHNFFBB87DC,坡道平面,0,
RPXOMLQJKHNFFCB68CC,坡道平面,0,
RPOOMLQJKHNFFCB77CC,坡道平面,0,34.86
RPURMLPJKHNFFBB48CC,坡道平面,3500,27.23
RPRRMLPJKHNFFBB18CC,坡道平面,3500,27.23
RPQOMLRJKHNFFAB87CC,坡道平面,0,24.05
RPXOMLQJKHNFFAB48CC,升降機械,0,
RPXOMLQJKHNFFAB48CC,升降機械,0,
RPSPMLRJKHNFFCB38CC,坡道平面,0,24.52
RPUOMLRJKHNFFCB48CC,坡道平面,0,33.07
RPUOMLRJKHNFFCB48CC,坡道平面,0,33.07
RPSRMLPJKHNFFBB28CC,坡道機械,0,13.62
RPTRMLPJKHNFFBB38CC,坡道機械,0,13.62
RPOQMLSJKHNFFAB97CC,坡道平面,0,26.45
RPSPMLSJKHNFFBB48DC,坡道平面,0,
RPTNMLPJKHNFFCB08CC,坡道平面,0,
RPTRMLTJKHNFFCB88CC,坡道平面,0,
RPVRMLTJKHNFFCB09CC,坡道平面,0,28.85
RPVRMLTJKHNFFCB09CC,坡道平面,0,28.85
RPRNMLKKKHNFFCB47CC,坡道平面,0,
