絪腹,跋琿竚,簿锣縩(キよそへ),ㄏノだ跋┪絪﹚
RPSPMLSJKIMFFGE98CA,λ竲琿,24.63,常カ
RPXPMLSJKIMFFGE86CA,λ竲琿,26.08,常カ
RPQNMLTLJIMFFHE88CA,狶琿,378.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLOKJIMFFIE28CA,厚堕琿,1.07,獶常カ℡玂▅跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLOKJIMFFIE28CA,厚堕琿,.63,獶常カ℡玂▅跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLOKJIMFFIE28CA,厚堕琿,392.92,獶常カ℡玂▅跋 ; 獶常カ絪﹚贺縱ノ
RPTPMLOLJIMFFGE78CA,ゅ璣琿,4.03,常カ
RPTPMLOLJIMFFGE78CA,ゅ璣琿,4.03,常カ
RPPOMLLLJIMFFIE18CA,獵冻琿,27.12,常カ
RPWNMLLLJIMFFIE78CA,獵冻琿,27.12,常カ
RPSOMLOKJIMFFIE68CA,芖柑琿,1612.26,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLOKJIMFFIE68CA,芖柑琿,212.96,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLOKJIMFFIE68CA,芖柑琿,1612.26,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLOKJIMFFIE68CA,芖柑琿,212.96,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLOKJIMFFIE68CA,芖柑琿,212.96,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPSOMLOKJIMFFIE68CA,芖柑琿,1612.26,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPQOMLKLJIMFFIE18CA,坚琿,12.63,常カ
RPPNMLPKJIMFFIE38CA,í玭琿,105.29,常カ
RPPNMLPKJIMFFIE38CA,í玭琿,.12,常カ
RPPNMLPKJIMFFIE38CA,í玭琿,.13,常カ
RPRNMLQKJIMFFIE68CA,く犁琿,25.95,常カ
RPRNMLQKJIMFFIE68CA,く犁琿,94.00,常カ
RPPNMLLLJIMFFIE08CA,紈琿,87.31,常カ
RPPNMLLLJIMFFIE08CA,紈琿,16.85,常カ
RPROMLLLJIMFFIE38CA,獵冻琿,27.12,常カ
RPSNMLMLJIMFFIE48CA,稯磃琿,13.16,常カ
RPPNMLNKJIMFFJE28CA,﹙琿,120.55,常カ
RPQNMLMKKIMFFJE38CA,份琿,6.57,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPQNMLMKKIMFFJE38CA,份琿,20.49,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPQNMLMKKIMFFJE38CA,份琿,68.68,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPQNMLMKKIMFFJE38CA,份琿,15.05,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPQNMLMKKIMFFJE38CA,份琿,.63,獶常カ秏跋 ; 獶常カ絪﹚ユ硄ノ
RPQNMLMKKIMFFJE38CA,份琿,3.82,獶常カ秏跋 ; 獶常カ絪﹚ユ硄ノ
RPSNMLLJKIMFFJE38CA,浆琿,135.00,常カ
RPRNMLLJKIMFFJE28CA,浆琿,13.49,常カㄤ
RPRNMLLJKIMFFJE28CA,浆琿,89.87,常カㄤ
RPRNMLLJKIMFFJE28CA,浆琿,91.08,常カㄤ
RPRNMLLJKIMFFJE28CA,浆琿,23.58,常カㄤ
RPRNMLLJKIMFFJE28CA,浆琿,23.39,常カㄤ
RPTNMLLJKIMFFJE48CA,玭浆琿,4.68,常カㄤ
RPTNMLLJKIMFFJE48CA,玭浆琿,41.17,常カ坝
RPTNMLLJKIMFFJE48CA,玭浆琿,7.42,常カㄤ
RPROMLQJKIMFFJE88CA,チネ琿,14.65,常カ
RPPNMLPKJIMFFLE68CA,そ堕琿,22.49,常カ
RPPNMLPKJIMFFLE68CA,そ堕琿,78.00,常カ
RPTNMLPKJIMFFLE09CA,そ堕琿,60.00,常カ
RPTNMLPKJIMFFLE09CA,そ堕琿,8.00,常カ
RPPOMLMLJIMFFJE38CA,地琿,2093.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLPJKIMFFJE09CA,﹙琿,101.11,常カ
RPVNMLPJKIMFFJE09CA,﹙琿,35.63,常カ
RPUNMLLKKIMFFAE87DA,躬い琿き琿,15.43,常カ坝
RPUNMLLKKIMFFAE87DA,躬い琿き琿,1.86,常カ坝
RPUNMLPJKIMFFIE88CA,く玦琿,160.58,常カ
RPSNMLSJKIMFFLE66CA,穝玭琿,1.83,常カㄤ
RPSNMLSJKIMFFLE66CA,穝玭琿,14.24,常カ笰
RPSNMLSJKIMFFLE66CA,í畆琿奸糳琿,27.23,常カ笰
RPQNMLOKJIMFFKE58CA,緻琿,2048.40,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPWNMLOKJIMFFLE66CA,秨琿,70.24,常カ
RPQNMLLLJIMFFLE48CA,堕琿,.22,常カ
RPQNMLLLJIMFFLE48CA,堕琿,1.75,常カ
RPQNMLLLJIMFFLE48CA,堕琿,7.85,常カㄤ
RPQNMLLLJIMFFLE48CA,堕琿,264.96,常カ
RPQNMLLLJIMFFLE48CA,堕琿,5.59,常カㄤ
RPQNMLLLJIMFFLE48CA,堕琿,3.35,常カ
RPQNMLLLJIMFFLE48CA,堕琿,1.62,常カㄤ
RPQNMLLLJIMFFLE48CA,堕琿,6.21,常カㄤ
RPQNMLLLJIMFFLE48CA,堕琿,.77,常カㄤ
RPPNMLOKJIMFFDE87DA,い地琿琿,2.77,常カ坝
RPPPMLRKJIMFFGE68DA,获獵琿,113.99,常カ
RPTNMLTLJIMFFLE96CA,郴琿,1489.00,常カㄤ
RPQNMLOKJIMFFDE97DA,粪繷琿琿,6.27,常カ坝
RPQNMLPKJIMFFIE58DA,狶ず琿,85.00,常カ
RPTNMLOKJIMFFLE09DA,穦挡玭琿,113.04,常カ
RPTNMLOKJIMFFLE09DA,穦挡玭琿,.43,常カㄤ
RPTNMLOKJIMFFLE09DA,穦挡玭琿,6.93,常カㄤ
RPQNMLQKJIMFFLE88CA,郴琿,3465.00,常カ笰
RPUNMLKLJIMFFDE08DA,翠琿琿,46.00,常カ
RPSNMLQKJIMFFLE09CA,穦琿,76.00,常カ
RPOOMLQKJIMFFIE58DA,猀瓾琿,12.00,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPOOMLQKJIMFFIE58DA,猀瓾琿,3.15,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPSNMLKLJIMFFHE28DA,档λ琿,192.92,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPOOMLPKJIMFFGE28DA,λ竲琿,52.00,常カ坝
RPVQMLPJKIMFFCE78DA,く稲琿,16.00,常カ
RPVQMLPJKIMFFCE78DA,く稲琿,5.00,常カ
RPWNMLNKJIMFFBE28DA,種港琿,5.86,常カ坝
RPPPMLQKJIMFFGE58DA,ゅ璣琿,1.00,常カㄤ
RPPPMLQKJIMFFGE58DA,ゅ璣琿,1.00,常カㄤ
RPPPMLQKJIMFFGE58DA,ゅ璣琿,20.00,常カㄤ
RPTNMLNLJIMFFEE38DA,罚标琿琿,12.84,常カㄤ
RPTNMLNLJIMFFEE38DA,罚标琿琿,3.51,常カ
RPTNMLNLJIMFFEE38DA,罚标琿琿,35.20,常カ
RPSNMLTLJIMFFLE86CA,縥涽琿,82.66,常カㄤ
RPSNMLPKJIMFFCE18DA,地琿,25.70,常カ
RPTOMLPKJIMFFDE48DA,翠琿琿,21.00,常カ坝
RPPNMLQKJIMFFKE68CA,琿,1.66,常カ
RPPNMLQKJIMFFKE68CA,琿,3.54,常カ
RPPNMLQKJIMFFKE68CA,琿,3.43,常カ
RPPNMLQKJIMFFKE68CA,琿,3.54,常カ
RPPNMLQKJIMFFKE68CA,琿,3.46,常カ
RPPNMLQKJIMFFKE68CA,琿,3.65,常カ
RPPNMLQKJIMFFKE68CA,琿,3.62,常カ
RPPNMLQKJIMFFKE68CA,琿,3.32,常カ
RPPNMLQKJIMFFKE68CA,琿,3.48,常カ
RPPNMLQKJIMFFKE68CA,琿,3.58,常カ
RPPNMLQKJIMFFKE68CA,琿,3.52,常カ
RPPNMLQKJIMFFKE68CA,琿,4.07,常カ
RPPNMLQKJIMFFKE68CA,琿,2.52,常カ笰
RPUNMLRKJIMFFLE76CA,翠瓾琿,22.41,常カ
RPRNMLPKJIMFFLE88CA,約莱琿,26.03,常カ
RPQOMLNKJIMFFEE08DA,穝绍琿琿,77.00,常カ
RPXNMLOKJIMFFLE76CA,匪琿,75.00,常カ
RPSNMLPKJIMFFLE98CA,翠瓾琿,74.00,常カ
RPSNMLPKJIMFFLE98CA,翠瓾琿,7.00,常カ
RPWNMLPJKIMFFIE09CA,く玦琿,135.06,常カ
RPPNMLMKKIMFFJE28CA,份琿,19.70,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLMKKIMFFJE28CA,份琿,61.47,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPPNMLMKKIMFFJE28CA,份琿,206.99,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPTNMLRLJIMFFJE56CA,獸琿,1859.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚狶穨ノ
RPTNMLRLJIMFFJE56CA,獸琿,2333.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚既ゼ絪﹚
RPTNMLRLJIMFFJE56CA,獸琿,921.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚既ゼ絪﹚
RPUNMLLKKIMFFIE58CA,厚堕琿,2405.02,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLQKJIMFFJE78CA,ホ兼琿,1456.57,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLNLJIMFFIE48CA,籐琿,1483.00,常カ笰
RPRNMLNLJIMFFIE48CA,籐琿,42.00,常カ笰
RPQOMLLLJIMFFIE28CA,獵冻琿,27.12,常カ
RPTNMLLLJIMFFIE48CA,琿,1266.94,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPXNMLLLJIMFFIE88CA,獵冻琿,13.33,常カ
RPSOMLRJKIMFFIE98CA,紈琿,64.98,常カ
RPSOMLRJKIMFFIE98CA,紈琿,2.06,常カㄤ
RPRNMLRKJIMFFIE78CA,堕琿,397.80,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPRNMLRKJIMFFIE78CA,堕琿,285.60,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPOOMLLLJIMFFIE08CA,獵冻琿,38.08,常カ
RPPNMLQKJIMFFIE48CA,坚琿,141.39,常カ
RPRNMLRKJIMFFHE68CA,篨Ю琿,12.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPRNMLOLJIMFFHE48CA,そ繻琿,320.58,常カ
RPRNMLOLJIMFFHE48CA,そ繻琿,303.98,常カ
RPRNMLOLJIMFFHE48CA,そ繻琿,69.60,常カ
RPRNMLOLJIMFFHE48CA,そ繻琿,19.11,常カ
RPPNMLQKJIMFFHE38CA,れ琞琿,4242.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPRNMLQKJIMFFHE58CA,璛肖打琿,2444.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPRNMLQKJIMFFHE58CA,璛肖打琿,1067.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPRNMLPKJIMFFHE48CA,璛肖打琿,281.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPRNMLPKJIMFFHE48CA,璛肖打琿,723.00,獶常カ℡玂▅跋 ; 獶常カ絪﹚笰ノ
RPPNMLTKJIMFFHE68CA,蛾兼琿,1114.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPXNMLRKJIMFFHE66CA,篨Ю琿,30.06,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLTKJIMFFHE68CA,蛾兼琿,427.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLTKJIMFFHE68CA,蛾兼琿,7250.00,獶常カ笰穨跋 ; 獶常カ絪﹚笰ノ
RPXNMLRKJIMFFHE66CA,篨Ю琿,27.90,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPXNMLRKJIMFFHE66CA,篨Ю琿,27.90,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPWNMLRKJIMFFHE56CA,篨Ю琿,177.06,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPXNMLRKJIMFFHE66CA,篨Ю琿,94.14,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPWNMLRKJIMFFHE56CA,篨Ю琿,174.94,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPVNMLRKJIMFFHE09CA,篨Ю琿,139.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPWNMLQJKIMFFJE66CA,獵浆琿,57.34,常カ
RPWNMLQJKIMFFJE66CA,獵浆琿,4.86,常カ
RPTNMLRKJIMFFHE88CA,篨Ю琿,36.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPTNMLRKJIMFFHE88CA,篨Ю琿,36.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPUNMLRKJIMFFHE98CA,篨Ю琿,178.11,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPUNMLRKJIMFFHE98CA,篨Ю琿,16.46,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPUNMLRKJIMFFHE98CA,篨Ю琿,16.46,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPUNMLRKJIMFFHE98CA,篨Ю琿,30.98,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPWNMLSJKIMFFLE07CA,狶娩琿,53.00,常カ
RPWNMLSJKIMFFLE07CA,狶娩琿,53.00,常カ
RPOOMLSJKIMFFLE98CA,狶娩琿,67.00,常カ
RPOOMLSJKIMFFLE98CA,狶娩琿,67.00,常カ
RPPNMLPJKIMFFHE28CA,λ畃琿,5.63,常カ
RPPNMLPJKIMFFHE28CA,篨ヒ琿,18.47,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLPJKIMFFHE28CA,篨ヒ琿,28.29,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLPJKIMFFHE28CA,篨ヒ琿,29.67,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPVOMLRJKIMFFGE09CA,穝绍琿,20.36,常カ
RPVOMLRJKIMFFGE09CA,穝绍琿,148.00,常カ
RPSNMLRLJIMFFGE78CA,笵份鹥琿垫堕琿,13.32,常カ
RPRNMLRLJIMFFGE68CA,笵份鹥琿垫堕琿,13.32,常カ
RPQNMLRLJIMFFGE58CA,笵份鹥琿垫堕琿,13.74,常カ
RPPNMLRLJIMFFGE48CA,笵份鹥琿垫堕琿,13.74,常カ
RPSOMLKLJIMFFGE18CA,榜郴琿,59.00,常カ
RPQOMLNLJIMFFGE28CA,ゅ琿,14.99,常カ
RPTOMLMLJIMFFGE48CA,获稻琿,1198.48,常カ
RPTNMLSKJIMFFGE88CA,ρ份琿ヒ琿,78.00,常カ
RPPNMLTKJIMFFGE58CA,穝绍琿,10.84,常カ
RPSPMLRKJIMFFGE88CA,ゅ璣琿,26.20,常カ
RPRNMLSKJIMFFGE68CA,ゅ璣琿,13.34,常カ
RPTNMLKLJIMFFGE18CA,﹉盋糳琿,212.00,獶常カ笰穨跋 ; 獶常カ絪﹚贺縱ノ
RPTNMLNLJIMFFGE48CA,λ竲琿,13.17,常カ
RPTNMLNLJIMFFGE48CA,λ竲琿,4.54,常カ
RPROMLOLJIMFFGE48CA,λ竲琿,28.25,常カ
RPQPMLQKJIMFFGE58CA,获琿┍Ю琿,34.00,常カ
RPPQMLOKJIMFFGE38CA,λ糳琿,90.21,獶常カ笰穨跋 ; 獶常カ絪﹚贺縱ノ
RPOOMLSJKIMFFFE38CA,郴鷕バ琿,2695.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚笰ノ
RPPNMLNLJIMFFGE08CA,きヒ琿,54.00,常カ
RPVOMLMLJIMFFGE68CA,ゅ琿,14.95,常カ坝
RPTPMLRKJIMFFGE98CA,获ヒ琿,40.22,常カ
RPSOMLPKJIMFFGE58CA,穝ヒ琿,27.30,常カ
RPUOMLQKJIMFFGE88CA,à琿,6.48,常カ
RPSOMLPKJIMFFFE48CA,伦琿,50.50,常カ
RPSOMLPKJIMFFFE48CA,伦琿,50.50,常カ
RPSPMLQKJIMFFGE78CA,穝砍琿,14.45,常カ
RPUNMLLKKIMFFFE28CA,古砍琿,16.03,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPUNMLLKKIMFFFE28CA,古砍琿,3.31,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPWNMLLKKIMFFFE48CA,古砍琿,16.03,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPWNMLLKKIMFFFE48CA,古砍琿,3.31,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLLKKIMFFFE38CA,古砍琿,24.04,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLLKKIMFFFE38CA,古砍琿,4.96,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLLKKIMFFFE38CA,古砍琿,24.04,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPVNMLLKKIMFFFE38CA,古砍琿,4.96,獶常カ秏跋 ; 獶常カ絪﹚贺縱ノ
RPXOMLPKJIMFFGE09CA,ゅ璣琿,27.49,常カ
RPXOMLPKJIMFFGE09CA,ゅ璣琿,.04,常カ
RPPNMLKKKIMFFFE67CA,繦琿,55.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPPNMLKKKIMFFFE67CA,繦琿,19.67,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPUOMLNLJIMFFEE48CA,垫そ琿せ琿,10.04,常カ
RPQPMLNLJIMFFEE18CA,紈琿,17.82,常カ
RPSNMLMLJIMFFFE18CA,繦琿,52.00,獶常カ疭﹚笰穨跋 ; 獶常カ絪﹚ヒ贺縱ノ
RPPNMLQKJIMFFFE18CA,琿,39.00,常カ
RPPNMLQKJIMFFFE18CA,琿,39.00,常カ
RPPNMLQKJIMFFFE18CA,琿,3.00,常カ
RPPNMLQKJIMFFFE18CA,琿,3.00,常カ
RPPNMLLJKIMFFEE57CA,睲伦琿,2.47,常カ坝
RPTNMLPJKIMFFEE38CA,紈琿,13.73,常カ
SPPNMLLJKIMFFEE67CA,睲伦琿,1.68,常カ坝
RPSPMLRKJIMFFEE68CA,穝痴琿,17.19,常カ
RPPOMLPKJIMFFEE08CA,籄琿琿,22.96,常カ
RPOPMLLLJIMFFEE77CA,穝绍琿き琿,2.04,常カ
RPVNMLOJKIMFFEE48CA,穝绍琿せ琿,36.13,常カ
RPUNMLOJKIMFFEE38CA,穝绍琿せ琿,55.33,常カ
RPVPMLOKJIMFFEE68CA,鹥琿,10.47,常カ
RPTNMLQKJIMFFEE48CA,罚常琿琿,19.69,常カ
RPTPMLKLJIMFFDE08CA,滦供琿滦供琿,64.00,常カ
RPXNMLMLJIMFFDE48CA,供琿,30.05,常カ
RPXNMLMLJIMFFDE48CA,供琿,3.47,常カ
RPUNMLQKJIMFFEE58CA,屡バ﹁琿,11.92,常カ坝
RPQPMLQKJIMFFDE28CA,翠琿琿,31.40,常カ
RPVNMLPKJIMFFEE58CA,屡琿琿,35.50,常カ
RPVNMLPKJIMFFEE58CA,屡琿琿,35.50,常カ
RPPNMLTKJIMFFDE28CA,遏琿琿,6.60,常カ
RPXNMLPKJIMFFDE68CA,滦供琿滦供琿,7.57,常カ坝
RPPOMLQKJIMFFDE08CA,粪繷琿,2.67,常カ坝
RPQNMLRKJIMFFDE18CA,紈琿,20.43,常カ坝
RPTOMLMLJIMFFEE28CA,玪琿琿,26.33,常カ坝
RPOOMLPKJIMFFDE87CA,抖琿,17.92,常カ坝
RPTOMLMLJIMFFDE18CA,滦供琿滦供琿,8.64,常カ
RPSNMLMJKIMFFDE87CA,芖確琿,4.56,常カ坝
RPSNMLMJKIMFFDE87CA,芖確琿,25.61,常カ坝
RPSNMLNLJIMFFDE08CA,琿,11.48,常カ坝
RPPNMLOLJIMFFDE87CA,Τ琿,22.66,常カ
RPQNMLRJKIMFFDE18CA,粪繷琿琿,3.98,常カ
RPROMLMKKIMFFEE08CA,屡バい琿,20.01,常カ
RPTOMLMKKIMFFEE28CA,屡バい琿,12.93,常カ
RPSOMLMKKIMFFEE18CA,屡バい琿,19.76,常カ
RPXPMLPJKIMFFEE98CA,屡バ﹁琿,3966.08,常カ
RPPOMLPJKIMFFCE87CA,脖砍琿,9.74,常カ
RPXNMLQJKIMFFEE88CA,狦禩琿,9.90,常カ
