¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±Rµ½¸ô231«Ñ31~60¸¹,19.26,¦í,,,1030724,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0800225,93.59,2,1,2,¦³,µL,2500000,26712,,0.0,0,,RPTNMLSJQHJFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°ÏÀs¤sµó91~120¸¹,10.19,¦í,,,1030711,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0960906,120.45,2,2,1,¦³,¦³,6600000,54790,©Y¹D¥­­±,0.0,0,,RPVNMLSJQHJFFCD78CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¥Í²£¸ô241~270¸¹,20.08,¦í,,,1030629,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0890621,159.87,4,2,2,¦³,¦³,7000000,43786,©Y¹D¥­­±,32.86,0,,RPPOMLNKQHJFFCD87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤¯©M¸ô70«Ñ1~30¸¹,99.37,¦í,,,1030411,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0961004,282.61,4,3,3,¦³,¦³,21500000,76077,,0.0,0,,RPQOMLNKQHJFFCD97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±Rµ½¤Q¤@µó12«Ñ17§Ë1~30¸¹,19.41,¦í,,,1030716,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0701222,87.46000000000001,3,2,1,¦³,¦³,1850000,21153,,0.0,0,,RPQNMLOKQHJFFCD97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªøªFµó145«Ñ31~60¸¹,92.0,¦í,,,1030707,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0761023,141.16,4,2,3,¦³,µL,7380000,52281,,0.0,0,,RPROMLSKQHJFFCD58CA
·sÀç°Ï,¤g¦a,·sÀç¬q1171~1200¦a¸¹,144.03,¦í,,,1030704,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3600000,24995,,0.0,0,,RPPNMLNJQHJFFAR88CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï«Ø·~¸ô1~30¸¹,53.15,¦í,,,1030717,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0640626,146.02,3,1,2,¦³,µL,1480000,10136,,0.0,0,,RPQNMLOKQHJFFAR56CA
«á¾À°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««á¾À°Ï³»¦w¨½10¾F³»¼d91~120¸¹,240.77,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1030612,¤g¦a4«Øª«2¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0930820,368.4,5,2,4,¦³,¦³,9900000,26873,,0.0,0,,RPRNMLLJQHJFFBR98CA
ªF¤s°Ï,¤g¦a,±T¤lÀY¬q751~780¦a¸¹,24864.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1030710,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,161,,0.0,0,,RPPNMLOJQHJFFBR09CA
¥Õªe°Ï,¤g¦a,°ñ¤lÀY¬q¤­¨XÀY¤p¬q541~570¦a¸¹,3763.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1030703,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1700000,452,,0.0,0,,RPRNMLOJQHJFFBR66CA
¥Õªe°Ï,¤g¦a,¶@¦w¬q1591~1620¦a¸¹,238.14,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030715,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,900000,3779,,0.0,0,,RPSNMLOJQHJFFBR76CA
ªF¤s°Ï,¤g¦a,«e¤j®H¬q751~780¦a¸¹,1438.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1030717,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,335000,233,,0.0,0,,RPRNMLPJQHJFFBR76CA
¤»¥Ò°Ï,¤g¦a,¤C¥Ò¬q1~30¦a¸¹,1677.0,¹A,,,1030704,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3850000,2296,,0.0,0,,RPRNMLOJQHJFFCR76CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°Ï«n?¨½2¾F«n?31~60¸¹,81.0,¦í,,,1030701,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820116,151.04,3,2,2,¦³,µL,2880000,19068,,0.0,0,,RPPNMLNKQHJFFCR56CA
©x¥Ð°Ï,¤g¦a,«nú@¬q1681~1710¦a¸¹,2325.0,¹A,,,1030616,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2557500,1100,,0.0,0,¥»¶R½æ®×¥ó«YÄÝ¿ËÄÝ¶¡¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ¥i¯à²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPRNMLSLQHJFFCR37CA
©x¥Ð°Ï,¤g¦a,«nú@¬q1681~1710¦a¸¹,2500.0,¹A,,,1030616,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2750000,1100,,0.0,0,¥»¶R½æ®×¥ó«YÄÝ¿ËÄÝ¶¡¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ¥i¯à²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPSNMLSLQHJFFCR47CA
©x¥Ð°Ï,¤g¦a,¯Q¤sÀY¬q181~210¦a¸¹,6367.0,¹A,,,1030616,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4775250,750,,0.0,0,¥»¶R½æ®×¥ó«YÄÝ¿ËÄÝ¶¡¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ¥i¯à²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPTNMLSLQHJFFCR57CA
©x¥Ð°Ï,¤g¦a,¨¤¨q¬q31~60¦a¸¹,612.06,¦í,,,1030616,¤g¦a9«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2754260,4500,,0.0,0,¥»¶R½æ®×¥ó«YÄÝ¿ËÄÝ¶¡¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ¥i¯à²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPWNMLSLQHJFFCR87CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¨Î¨½°Ï¦w¦è¨½¨Î¦è¸ô493«Ñ22§Ë1~30¸¹,86.63,¦í,,,1030713,¤g¦a1«Øª«1¨®¦ì1,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020925,173.85,4,2,3,¦³,µL,5300000,30486,¤@¼Ó¥­­±,0.0,0,,RPTNMLPJQHJFFDR17CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¨Î¨½°Ï«Ø«n¨½²»©M¤Tµó222«Ñ1~30¸¹,188.82,¦í,,,1030702,¤g¦a3«Øª«1¨®¦ì3,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020611,161.37,5,2,3,¦³,µL,7360000,45609,¤@¼Ó¥­­±,0.0,0,,RPUNMLPJQHJFFDR27CA
±N­x°Ï,¤g¦a,âx¨L¬q¦è¥Ò¤p¬q1051~1080¦a¸¹,1900.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1030717,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1710000,900,,0.0,0,,RPOOMLQJQHJFFDR86CA
¨Î¨½°Ï,¤g¦a,´äáY¬q631~660¦a¸¹,2768.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1030716,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4705600,1700,,0.0,0,,RPWNMLNKQHJFFDR37CA
¦è´ä°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦è´ä°Ï¼B­í¨½³F¦è´ä1~30¸¹,129.62,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030629,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840612,165.03,3,2,3,¦³,µL,2700000,16361,,0.0,0,,RPPNMLSKQHJFFDR17CA
·s¥«°Ï,¤g¦a,¤jÀç¬q661~690¦a¸¹,18098.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1030715,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,65152800,3600,,0.0,0,,RPRNMLOJQHJFFER96CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D283«Ñ1~30¸¹,96.98,¦í,,,1020612,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,207.63,5,2,6,¦³,µL,6880000,33136,,0.0,0,,RPPNMLTJQHJFFER27CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D283«Ñ1~30¸¹,93.25,¦í,,,1020622,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,201.79,5,2,6,¦³,µL,6680000,33104,,0.0,0,,RPWNMLTJQHJFFER97CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D283«Ñ1~30¸¹,213.33,¦í,,,1020608,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,209.38,4,2,5,¦³,µL,9680000,46232,,0.0,0,,RPXNMLTJQHJFFER08CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D283«Ñ1~30¸¹,93.25,¦í,,,1020629,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,201.39,5,2,6,¦³,µL,6700000,33269,,0.0,0,,RPROMLTJQHJFFER57CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D283«Ñ1~30¸¹,93.25,¦í,,,1020629,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,201.39,5,2,6,¦³,µL,6700000,33269,,0.0,0,,SPROMLTJQHJFFER67CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,71.0,¦í,,,1020619,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,173.98,4,2,5,¦³,µL,5650000,32475,,0.0,0,,RPRPMLTJQHJFFER67CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,71.0,¦í,,,1020612,¤g¦a1«Øª«2¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,173.98,4,2,5,¦³,µL,5670000,32590,,0.0,0,,RPSPMLTJQHJFFER77CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D283«Ñ1~30¸¹,93.25,¦í,,,1020622,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,201.79,5,2,6,¦³,µL,6700000,33203,,0.0,0,,RPUNMLTJQHJFFER77CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,73.84,¦í,,,1020625,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,179.70999999999998,4,2,5,¦³,µL,5880000,32719,,0.0,0,,RPWOMLTJQHJFFER08CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,71.0,¦í,,,1020610,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,173.98,4,2,5,¦³,µL,5700000,32762,,0.0,0,,RPRQMLTJQHJFFER77CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,71.0,¦í,,,1020615,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,173.98,4,2,5,¦³,µL,5700000,32762,,0.0,0,,RPSQMLTJQHJFFER87CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,71.0,¦í,,,1020612,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,173.98,4,2,5,¦³,µL,5680000,32647,,0.0,0,,RPTQMLTJQHJFFER97CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,71.0,¦í,,,1020607,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,173.98,4,2,5,¦³,µL,5550000,31900,,0.0,0,,RPPPMLTJQHJFFER47CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ïµ½·s¤j¹D285«Ñ1~30¸¹,74.91,¦í,,,1020610,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030604,181.36999999999998,4,2,5,¦³,µL,5850000,32256,,0.0,0,,RPVQMLTJQHJFFER18CA
