¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¨õ«n¶m,¤g¦a,§Q®a¬q5221~5250¦a¸¹,2964.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1030624,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3190000,1076,,0.0,0,,RPSOMLPJQHJFFAV27CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]Äõ¦{µó61~90¸¹,57.0,¦í,,,1030716,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡AÃM¼Ó¡A°±¨®³õ,¥|¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0850113,213.51,4,2,2,¦³,µL,5400000,25292,,0.0,0,,RPTOMLPJQHJFFAV37CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]±j°êµó1~30¸¹,145.0,¦í,,,1030628,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0950116,229.03,6,2,5,¦³,µL,9800000,42789,,0.0,0,,RPWNMLQJQHJFFAV67CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]§ó¥Í¥_¸ô575«Ñ31~60¸¹,132.26,¦í,,,1030724,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1021213,202.69,4,1,4,¦³,µL,6700000,33055,,0.0,0,,RPOOMLQJQHJFFAV96CA
¨õ«n¶m,¤g¦a,§Q®a¬q6511~6540¦a¸¹,6827.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1030724,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8800000,1289,,0.0,0,,RPUNMLQJQHJFFAV47CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤¤¿³¸ô¤G¬q450«Ñ28§Ë1~30¸¹,5.0,¦í,,,1030707,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850628,25.56,1,1,1,¦³,¦³,1000000,39124,,0.0,0,,RPQNMLRJQHJFFAV17CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q841~870¦a¸¹,1621.78,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1712209,1056,,0.0,0,,RPRNMLPKQHJFFAV17CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1291~1320¦a¸¹,4170.44,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5004528,1200,,0.0,0,,RPSNMLPKQHJFFAV27CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1321~1350¦a¸¹,9642.52,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11998322,1244,,0.0,0,,RPTNMLPKQHJFFAV37CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1321~1350¦a¸¹,4033.58,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4496280,1115,,0.0,0,,RPUNMLPKQHJFFAV47CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1321~1350¦a¸¹,6232.7,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7479240,1200,,0.0,0,,RPVNMLPKQHJFFAV57CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1291~1320¦a¸¹,2904.17,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3485004,1200,,0.0,0,,RPWNMLPKQHJFFAV67CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1291~1320¦a¸¹,3715.29,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4458348,1200,,0.0,0,,RPOOMLPKQHJFFAV96CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1261~1290¦a¸¹,3633.79,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4555369,1254,,0.0,0,,RPPOMLPKQHJFFAV07CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1291~1320¦a¸¹,1344.26,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1613112,1200,,0.0,0,,RPQOMLPKQHJFFAV17CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1291~1320¦a¸¹,1950.54,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2340648,1200,,0.0,0,,RPROMLPKQHJFFAV27CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1291~1320¦a¸¹,1089.57,,¯S©w¹A·~°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1307484,1200,,0.0,0,,RPSOMLPKQHJFFAV37CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1261~1290¦a¸¹,1335.68,,¯S©w¹A·~°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,475208,356,,0.0,0,,RPTOMLPKQHJFFAV47CA
¥xªF¥«,¤g¦a,¤W©¥ÆW¬q1321~1350¦a¸¹,9269.41,,ªe¤t°Ï,¤ô§Q¥Î¦a,1030724,¤g¦a8«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7974200,860,,0.0,0,,RPUOMLPKQHJFFAV57CA
¦¨¥\Âí,¤g¦a,©¾¤¯¬q1081~1110¦a¸¹,98.55,¦í,,,1030624,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,5074,,0.0,0,§t¥¼«O¦s«Øª«¥­©Ð¤@´É,RPPNMLQJQHJFFBV07CA
¦À¤W¶m,¤g¦a,ºÖ¤å¬q571~600¦a¸¹,104.25,¦í,,,1030717,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,312750,3000,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPRNMLQJQHJFFCV37CA
¤Ó³Â¨½¶m,¤g¦a,¼Ö¤s¬q511~540¦a¸¹,2670.02,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1030630,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,700000,262,,0.0,0,,RPQNMLPKQHJFFDV37CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]Â×¨¦«n¸ô32«Ñ1~30¸¹,145.46,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1030722,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1030605,179.64,5,1,5,¦³,µL,7700000,42864,,0.0,0,,RPWNMLTKQHJFFAV18DA
ªFªe¶m,¤g¦a,«n¤K¨½¬q1201~1230¦a¸¹,4560.0,,­·´º°Ï,¹Aªª¥Î¦a,1030629,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8500000,1864,,0.0,0,,RPWNMLSJQHJFFBV08DA
¦¨¥\Âí,¤g¦a,·s´ä¬q¤KÃä¤p¬q91~120¦a¸¹,10195.0,,­·´º°Ï,¹Aªª¥Î¦a,1030717,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3800000,373,,0.0,0,,RPPNMLLKQHJFFBV76DA
ªFªe¶m,¤g¦a,³£Äõ¬q1051~1080¦a¸¹,10155.0,,­·´º°Ï,¹Aªª¥Î¦a,1030627,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,37570000,3700,,0.0,0,,RPQNMLPKQHJFFBV17CA
ªFªe¶m,¤g¦a,³£Äõ¬q331~360¦a¸¹,4873.0,,­·´º°Ï,¹Aªª¥Î¦a,1030619,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,16800000,3448,,0.0,0,,RPVNMLSJQHJFFBV87CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]§ó¥Í¥_¸ô575«Ñ31~60¸¹,133.87,¦í,,,1030724,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1021213,203.42,4,1,4,¦³,µL,6600000,32445,,0.0,0,,RPQNMLPKQHJFFAV07CA
¨õ«n¶m,¤g¦a,©ú®p¬q31~60¦a¸¹,7700.44,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1030726,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3560000,462,,0.0,0,,RPTNMLRJQHJFFAV47CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]»È¤tµó61~90¸¹,111.75,¦í,,,1030703,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1030523,203.71,5,2,5,¦³,µL,7150000,35099,,0.0,0,,RPPOMLQJQHJFFAV07CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤¤¿³¸ô¤G¬q86«Ñ1~30¸¹,129.0,¦í,,,1030715,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1030609,229.5,5,2,5,¦³,µL,8500000,37037,,0.0,0,,RPQOMLQJQHJFFAV17CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¤¯©Mµó98«Ñ1~30¸¹,71.53,¦í,,,1030717,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0730508,83.99,3,3,2,¦³,µL,2800000,33337,,0.0,0,,RPPNMLMKQHJFFAV66CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]º~¤¤µó151~180¸¹,109.54,¦í,,,1030726,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930924,208.63,4,1,4,¦³,µL,10200000,48890,,0.0,0,,RPQNMLMKQHJFFAV76CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]Äõ¦{µó27«Ñ1~30¸¹,88.96,¦í,,,1030714,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850113,84.09,3,2,2,¦³,µL,4950000,58866,,0.0,0,,RPTNMLLKQHJFFAV96CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]¿³¦w¸ô¤G¬q271~300¸¹,131.6,¦í,,,1030703,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0700818,140.31,3,2,2,¦³,µL,2880000,20526,,0.0,0,,RPOOMLNKQHJFFAV76CA
¥xªF¥«,¤g¦a,¿³¦w¬q121~150¦a¸¹,926.2,¦í,¦í¦v°Ï,,1030729,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,14680636,15850,,0.0,0,,RPUNMLTKQHJFFAV87CA
¨õ«n¶m,¤g¦a,©ú®p¬q1081~1110¦a¸¹,6858.7,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1030708,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8500000,1239,,0.0,0,,RPUOMLSKQHJFFAV87CA
¨õ«n¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶m§Q¥Á¸ô181~210¸¹,127.44,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030626,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0931116,270.56,3,2,3,¦³,µL,2800000,10349,,0.0,0,,RPROMLOKQHJFFAV17CA
¨õ«n¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶m§Q¥Á¸ô181~210¸¹,127.58,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030626,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0931116,271.0,3,2,3,¦³,µL,2800000,10332,,0.0,0,,RPSOMLOKQHJFFAV27CA
¨õ«n¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶m§Q¥Á¸ô181~210¸¹,127.58,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030626,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0931116,271.0,3,2,3,¦³,µL,2800000,10332,,0.0,0,,RPTOMLOKQHJFFAV37CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]Ä_®á¸ô121~150¸¹,124.0,¦í,,,1030620,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¤ì³y,,74.45,2,1,1,¦³,µL,4000000,53727,,0.0,0,,RPTNMLTLQHJFFAV87CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªFÉ]±d©w¸ô211~240¸¹,186.88,¦í,,,1030725,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810921,408.48,4,1,3,¦³,µL,5100000,12485,,0.0,0,,RPPNMLQLQHJFFAV17CA
ªFªe¶m,¤g¦a,¸U¦~¬q481~510¦a¸¹,248.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030721,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,545600,2200,,0.0,0,2¿Ëµ¥¶¡¶R½æ¦a¬F¤h¶È¬°¿ì²z¹L¤á¤âÄò,RPXNMLSJQHJFFBV08CA
ªFªe¶m,¤g¦a,«n¨Î¨½¬q571~600¦a¸¹,4369.01,,­·´º°Ï,¹Aªª¥Î¦a,1030722,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7420000,1698,,0.0,0,,RPOOMLSJQHJFFBV27CA
ªFªe¶m,¤g¦a,°ª­ì¬q1531~1560¦a¸¹,3000.0,,´ËªL°Ï,¹Aªª¥Î¦a,1030722,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,500,,0.0,0,§t¥¼¿ì«O¦s«Øª«¥­©Ð¤@¶¡,RPUNMLSJQHJFFBV77CA
ªøÀØ¶m,¤g¦a,¯Q¥Û»ó¬q421~450¦a¸¹,1500.82,,­·´º°Ï,¹Aªª¥Î¦a,1030722,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4417143,2943,,0.0,0,,RPRNMLPJRHJFFBV27CA
¦À¤W¶m,¤g¦a,¤j¦À¬q901~930¦a¸¹,474.7,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1030726,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1866900,3933,,0.0,0,,RPQNMLRJQHJFFCV37CA
Ãö¤sÂí,¤g¦a,«n¤s¬q181~210¦a¸¹,94.02,¦í,,,1030731,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,10636,,0.0,0,,RPRNMLSJQHJFFCV67DA
