¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n31~60¸¹,94.94,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040721,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040612,198.55,5,2,3,¦³,µL,7380000,37169,,0.0,0,,RPOOMLLLQHKFFDP09CA
¤¸ªø¶m,¤g¦a,·s¦N¬q481~510¦a¸¹,2270.32,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040721,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,661,,0.0,0,,RPPNMLQJQHKFFEP86CA
¥|´ò¶m,¤g¦a,·s¿³¬q751~780¦a¸¹,2390.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040720,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1880000,787,,0.0,0,,RPXNMLRKQHKFFEP87CA
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂí·s¼w¸ô1~30¸¹,32.9,¦í,,,1040709,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡AÃM¼Ó¡A¤T¼h¡A¤@¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850529,200.44,3,2,2,¦³,µL,4000000,19956,,0.0,0,,RPQNMLRLQHKFFEP27CA
¥x¦è¶m,¤g¦a,´¶¥O­í¬q1291~1320¦a¸¹,2924.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040722,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1315800,450,,0.0,0,¤G¿Ëµ¥¶¡¶R½æ,RPPNMLNJQHKFFFP66CA
¥x¦è¶m,¤g¦a,´¶¥O­í¬q1291~1320¦a¸¹,1005.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040703,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,498,,0.0,0,¤G¿Ëµ¥¶¡¶R½æ,RPQNMLNJQHKFFFP76CA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¦è¥­¸ô451~480¸¹,96.79,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040717,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0700410,178.75,2,2,3,¦³,µL,6120000,34238,,0.0,0,,RPQNMLRJQHKFFAP76DA
ªL¤º¶m,¤g¦a,¤¤¤s¬q421~450¦a¸¹,835.0,¹A,,,1030803,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2778380,3327,,0.0,0,,RPVOMLNKQHKFFAP07DA
ªL¤º¶m,¤g¦a,¥Ã©÷¬q511~540¦a¸¹,385.85,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040719,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,850000,2203,,0.0,0,,RPTOMLRLQHKFFAP37DA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Às¼æ¸ô1~30¸¹,66.86,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1040630,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960424,190.32,8,1,8,¦³,µL,9200000,48340,,0.0,0,,RPWNMLSLQHKFFAP67DA
Ûl®ä¶m,¤g¦a,³Â¶é¬q3481~3510¦a¸¹,1916.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040630,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3257200,1700,,0.0,0,,RPXNMLSLQHKFFAP77DA
ªL¤º¶m,¤g¦a,­«¿³¬q31~60¦a¸¹,39.02,,,,1040707,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,35118,900,,0.0,0,,RPWOMLOLQHKFFAP37DA
¤g®wÂí,¤g¦a,·s¥_¬q781~810¦a¸¹,250.95,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040612,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,2391,,0.0,0,¦@¦³¤H¬°2¤H¦¹¬°¤G¿Ëµ¥¶¡¶R½æ,RPWNMLPJQHKFFDP47DA
¤g®wÂí,¤g¦a,·s¥_¬q751~780¦a¸¹,159.42,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040612,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,150000,941,,0.0,0,¦¹¬°¤G¿Ëµ¥¶¡¶R½æ,RPXNMLPJQHKFFDP57DA
¥|´ò¶m,¤g¦a,·Ë§À¬q·s·Ë¤p¬q271~300¦a¸¹,2948.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040609,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1768800,600,,0.0,0,1.­û¤u¤Î¯S®íÃö«Y¥æ©ö¡A¥H¤½§i²{­È¥Ó³ø 2.¸ê®Æ¥ÑÅv§Q¤H´£¨Ñ,RPRNMLSLQHKFFEP57DA
¤f´ò¶m,¤g¦a,·s´ä¬q331~360¦a¸¹,1283.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040609,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1924500,1500,,0.0,0,1.­û¤u¤Î¯S®íÃö«Y¥æ©ö¡A¥H¤½§i²{­È¥Ó³ø 2.¸ê®Æ¥ÑÅv§Q¤H´£¨Ñ,RPSNMLSLQHKFFEP67DA
ªF¶Õ¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªF¶Õ¶m´_¿³§ø¿³¹Aµó1~30¸¹,107.12,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040703,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880831,201.66,2,2,2,¦³,µL,2600000,12893,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLNKQHKFFFP96DA
³Á¼d¶m,¤g¦a,¦N¦w¬q1~30¦a¸¹,893.84,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040609,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1251376,1400,,0.0,0,1.­û¤u¤Î¯S®íÃö«Y¥æ©ö,¥H¤½§i²{­È¥Ó³ø2.¸ê®Æ¥ÑÅv§Q¤H´£¨Ñ,RPPNMLRLQHKFFFP37DA
¤æ¤»¥«,¤g¦a,«rª¯¬q571~600¦a¸¹,779.75,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1040724,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,1026,,0.0,0,,RPPOMLNKQHKFFAP56EA
¤G±[¶m,¤g¦a,·sªo¨®¬q421~450¦a¸¹,111.59,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1040720,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1755300,15730,,0.0,0,,RPWNMLOJQHKFFCP37EA
¤G±[¶m,¤g¦a,¥Ð§À¬q1171~1200¦a¸¹,3597.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040724,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8273100,2300,,0.0,0,,RPPNMLLMPHKFFCP66CD
¤æ¤»¥«,¤g¦a,¥_Àô¬q91~120¦a¸¹,996.86,¦í,,,1040702,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,90000000,90283,,0.0,0,,RPPNMLNJQHKFFAP09CD
¤æ¤»¥«,¤g¦a,¥Ûºh¬q421~450¦a¸¹,101.03,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040722,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,85901,850,,0.0,0,¿ËÄÝ¶¡¶R½æ,RPQOMLOKQHKFFAP76EA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¶³ªL¿¤¤æ¤»¥«²ø·q¸ô361~390¸¹,21.85,¦í,,,1040701,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830701,170.95,3,2,2,¦³,¦³,4150000,24276,©Y¹D¥­­±,0.0,0,,RPSNMLQJQHKFFAP96EA
¥j§|¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥j§|¶m«n©÷¸ô1~30¸¹,71.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040720,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0701021,117.48,4,1,2,¦³,µL,2000000,17024,,0.0,0,,RPXNMLQJQHKFFAP47EA
¤f´ò¶m,¤g¦a,¥~®H¬q661~690¦a¸¹,5929.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040730,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1980000,334,,0.0,0,,RPSNMLSKQHKFFEP57DA
¥_´äÂí,¤g¦a,¥_´ä¬q1291~1320¦a¸¹,19.9,¦í,,,1040720,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,100503,,0.0,0,,RPUNMLMJRHKFFEP17DA
ªê§ÀÂí,¤g¦a,©µ¥­¬q331~360¦a¸¹,275.99,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040622,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1793929,6500,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLQJQHKFFDP27DA
ªê§ÀÂí,¤g¦a,¥_·Ë­í¬q1771~1800¦a¸¹,2710.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040722,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8500000,3137,,0.0,0,¦³¥Á±¡­·«U¦]¯À¤§¥æ©ö¡C,RPPOMLMJRHKFFDP66DA
¦èÁ³Âí,¤g¦a,º~«n¬q361~390¦a¸¹,133.73,¦í,,,1040317,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,7478,,0.0,0,¥»¥ó¬°¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡A«Y¶R½æÂù¤èÄ³»ù¡A¦a¬F¤h¶È¨ü°U¿ì²z¶R½æ²¾Âàµn°O¨Æ©y¡C¡C,RPPNMLOJQHKFFCP56DA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¥_¥­¸ô100«Ñ1~30¸¹,68.0,°Ó,,,1040722,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0660414,104.01,3,1,2,¦³,µL,3000000,28843,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQNMLSKQHKFFAP96DA
ªL¤º¶m,¤g¦a,Ë|ªL¬q811~840¦a¸¹,4394.48,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040706,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6400000,1456,,0.0,0,,RPXOMLLMQHKFFAP27DA
³Á¼d¶m,¤g¦a,³Á¼d¬q451~480¦a¸¹,6403.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040716,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,937,,0.0,0,,RPTNMLPJQHKFFFP27CA
¥|´ò¶m,¤g¦a,¤T©m¬q901~930¦a¸¹,2455.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040727,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1480000,603,,0.0,0,¥]¬A¤j¤«,RPOOMLRKQHKFFEP07CA
¤g®wÂí,¤g¦a,·s°ñ¸}¬q121~150¦a¸¹,3787.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040729,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5140000,1357,,0.0,0,,RPUNMLTKQHKFFDP67CA
¤g®wÂí,¤g¦a,·s°ñ¸}¬q151~180¦a¸¹,2090.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040729,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2821500,1350,,0.0,0,,RPVNMLTKQHKFFDP77CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂíªF¤¯¨½¤å¬ì¸ô211~240¸¹,79.2,¦í,,,1040713,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0901205,164.76,5,2,3,¦³,µL,8000000,48555,,0.0,0,,RPVNMLQJQHKFFDP37CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¦è¦w¨½¤K¼wµó91~120¸¹,12.0,°Ó,,,1040714,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960205,91.58000000000001,2,1,1,¦³,¦³,3200000,34942,,0.0,0,,RPWNMLQJQHKFFDP47CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí³Õ·R¸ô63«Ñ1~30¸¹,11.99,¦í,,,1040715,¤g¦a1«Øª«1¨®¦ì0,¹q±è¼Ó±è¶¡¡A¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840921,59.190000000000005,1,1,1,¦³,¦³,1600000,27032,,0.0,0,,RPSNMLQJQHKFFDP07CA
ªê§ÀÂí,¤g¦a,¤û®H¤l¬q1051~1080¦a¸¹,1100.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040709,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1100000,1000,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLPJQHKFFDP66CA
ªê§ÀÂí,¤g¦a,¤j¤Ù¤l¬q1111~1140¦a¸¹,4432.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040709,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6204800,1400,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡CÅv§Q¤H¦³¤G¤H¡C,RPPOMLPJQHKFFDP76CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂíªL´Ë¸ô¤G¬q328«Ñ3§Ë1~30¸¹,74.73,¦í,,,1040703,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0680529,88.68,6,1,2,¦³,µL,3415000,38509,,0.0,0,,RPROMLPJQHKFFDP96CA
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¥­©M¨½7¾F¥ú©ú¸ô73«Ñ91~120¸¹,213.3,¤u,,,1021117,¤g¦a6«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040313,259.5,3,3,4,¦³,µL,8600000,33141,,0.0,0,,RPTOMLPJQHKFFDP17CA
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¦è¿³«n¸ô77«Ñ1~30¸¹,181.61,¦í,,,1040617,¤g¦a5«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040206,285.3,4,2,5,¦³,µL,13000000,45566,,0.0,0,,RPXNMLLKQHKFFCP07CA
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¦è¿³«n¸ô77«Ñ1~30¸¹,151.49,¦í,,,1040617,¤g¦a5«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040206,230.26,4,2,5,¦³,µL,8800000,38218,,0.0,0,,RPOOMLLKQHKFFCP88CA
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¦è¿³«n¸ô77«Ñ1~30¸¹,181.55,¦í,,,1040617,¤g¦a5«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040206,285.3,4,2,5,¦³,µL,11800000,41360,,0.0,0,,RPUOMLLKQHKFFCP86CA
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¦è¿³«n¸ô77«Ñ1~30¸¹,181.52,¦í,,,1040617,¤g¦a5«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040206,285.3,6,2,6,¦³,µL,11700000,41009,,0.0,0,,RPQNMLQLQHKFFCP96CA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô391~420¸¹,118.86,¦í,,,1020723,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040106,185.5,5,1,4,¦³,µL,7945000,42830,,0.0,0,1.¶R²M®×¥ó¡C2.¥»Á`»ù«Y¼W«Ø«á¤§»ù®æ¡C,RPQOMLLJRHKFFAP88CA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô391~420¸¹,129.78,¦í,,,1031218,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040106,221.79,5,2,4,¦³,µL,9150000,41255,,0.0,0,,RPROMLLJRHKFFAP98CA
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô361~390¸¹,148.19,¦í,,,1030621,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040106,316.72,4,2,6,¦³,µL,12700000,40099,,0.0,0,1.¥»Á`»ù¬°¼W«Ø¤Î¹w°â«ÎÂà°â«á»ù®æ¡C,RPSOMLLJRHKFFAP09CA
