¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªO¾ô°Ï¤jÆ[¸ô¤T¬q121~150¸¹,27.73,¦í,,,1020715,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960123,168.39,3,2,2,¦³,¦³,11880000,70551,©Y¹D¥­­±,44.27,0,,RPRPMLSJQHIFFAF48CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï©µ¦Nµó331~360¸¹,17.36,¦í,,,1020630,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0721212,77.46,3,2,1,¦³,µL,6600000,85205,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«-«á¶§¥x¥~±À,RPVQMLTJQHIFFAF09CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ïª÷«°¸ô¤@¬q1~30¸¹,24.2,¤u,,,1020715,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¤u·~¥Î,¿ûµ¬²V¾®¤g³y,0841226,175.22,3,1,2,¦³,µL,12720000,72594,,0.0,0,,RPORMLTJQHIFFAF48CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤g«°°Ï¤¤¥¡¸ô¤@¬q271~300¸¹,20.68,¦í,,,1020701,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010417,133.45,3,2,2,¦³,¦³,13680000,102510,©Y¹D¥­­±,0.0,0,,RPVOMLOKQHIFFAF48CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤å¤Æ¸ô¤@¬q188«Ñ7§Ë31~60¸¹,45.5,¦í,,,1020628,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0620830,119.33,3,2,1,¦³,µL,13600000,113970,,0.0,0,,RPWOMLPKQHIFFAF68CA
ªO¾ô°Ï,¤g¦a,¹´¤¤¬q571~600¦a¸¹,235.14,¨ä¥L,,,1020718,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,20130000,85609,,0.0,0,,RPUPMLPKQHIFFAF58CA
¤g«°°Ï,¤g¦a,­û©M¬q1051~1080¦a¸¹,45.4,¨ä¥L,,,1020718,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6641000,146278,,0.0,0,,RPPSMLKLQHIFFAF97CA
ªO¾ô°Ï,¤g¦a,¤jÆ[¬q751~780¦a¸¹,68.0,¨ä¥L,,,1020716,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5600000,82353,,0.0,0,,RPTPMLSLQHIFFAF88CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¸U¦wµó1~30¸¹,4.97,¦í,,,1020703,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970418,43.46,1,1,1,¦³,¦³,3150000,72480,,0.0,0,,RPUNMLMJQHIFFBF08CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¥ß«H¤Tµó31~60¸¹,9.62,¦í,,,1020613,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941014,76.61,2,2,1,¦³,¦³,8980000,117217,,0.0,0,»ù®æ§t¼W«Ø.,RPVNMLMJQHIFFBF18CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤G¸ô¤@¬q68«Ñ1~30¸¹,18.88,¦í,,,1020714,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850126,118.51,5,2,2,¦³,¦³,8000000,67505,©Y¹D¥­­±,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTPMLMJQHIFFBF18CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤@¬q447«Ñ31~60¸¹,27.78,¦í,,,1020705,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1011102,221.17,3,2,2,¦³,¦³,18600000,84098,©Y¹D¥­­±,0.0,0,,RPVPMLMJQHIFFBF38CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºÖ¬üµó31~60¸¹,25.13,°Ó,,,1020626,¤g¦a1«Øª«1¨®¦ì2,¤Q¤»¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020222,273.78,4,2,2,¦³,¦³,33450000,146651,©Y¹D¥­­±,71.6,3800000,,RPORMLMJQHIFFBF87CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºÖ¬üµó31~60¸¹,24.0,°Ó,,,1020723,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020222,233.75,4,2,2,¦³,¦³,27400000,133367,©Y¹D¥­­±,35.8,1000000,,RPQRMLMJQHIFFBF08CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºÖ¬üµó31~60¸¹,22.94,°Ó,,,1020723,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020222,224.75,4,2,2,¦³,¦³,29000000,147129,©Y¹D¥­­±,35.8,1200000,,RPRRMLMJQHIFFBF18CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï©¯ºÖ¸ô801«Ñ1~30¸¹,11.94,¦í,,,1020703,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840708,75.01,2,2,1,¦³,¦³,8100000,107986,,0.0,0,»ù®æ§t¼W«Ø.,RPTRMLMJQHIFFBF38CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¦è²±µó344«Ñ22§Ë1~30¸¹,24.55,¦í,,,1020630,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820318,116.57,3,2,1,¦³,¦³,7550000,64768,,0.0,0,,RPWRMLMJQHIFFBF68CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤@¬q249«Ñ61~90¸¹,56.17,¦í,,,1020704,¤g¦a1«Øª«1¨®¦ì1,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970813,337.65999999999997,5,3,4,¦³,¦³,29000000,85885,©Y¹D¥­­±,0.0,0,,RPQNMLPJQHIFFBF97CA
¤­ªÑ°Ï,¤g¦a,¤­ªÑ§|¬q¤­ªÑ§|¤p¬q241~270¦a¸¹,15.28,¨ä¥L,,,1020724,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1257000,82264,,0.0,0,¥»®×«YÄÝ¤½¦@³]¬I¥Î¦a¡C¦a¬F¤h¶È¨ü¶R½æ®×¥ó¥Ó½Ðµn°O¡A¨Ã¥¼¥N²z¼¶ÀÀ¤£°Ê²£¶R½æ«´¬ù®Ñ¡A¥»¦¨¥æ¸ê°T«Y¥Ñ¤£°Ê²£¸g¬ö·~©ÎÅv§Q¤H¦Û¦æ´£ÄÝ¹ê¡C,RPVNMLPJQHIFFBF48CA
®õ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«®õ¤s°Ï®õªL¸ô¤G¬q529«Ñ1~30¸¹,18.64,¦í,,,1020716,¤g¦a0«Øª«1¨®¦ì0,¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821130,106.03,3,1,2,¦³,¦³,6750000,63661,,0.0,0,,RPVOMLPJQHIFFBF58CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºÖ¼w¤Gµó61~90¸¹,33.47,¦í,,,1020620,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1001129,207.34,4,2,2,¦³,¦³,23530000,127668,©Y¹D¥­­±,38.7,2000000,,RPPQMLPJQHIFFBF18CA
®õ¤s°Ï,¤g¦a,®õ¤s¬q¤G¤p¬q511~540¦a¸¹,270.0,¦í,,,1020718,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,25314600,93758,,0.0,0,,RPRQMLPJQHIFFBF38CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¦è²±µó158«Ñ1~30¸¹,16.83,¦í,,,1020705,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810427,86.0,2,2,1,¦³,µL,6600000,76744,,0.0,0,,RPXSMLQJQHIFFBF66CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q115«Ñ61~90¸¹,27.54,¦í,,,1020622,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1011015,216.14999999999998,3,2,2,¦³,¦³,16800000,77724,©Y¹D¥­­±,33.79,0,,RPTTMLQJQHIFFBF98CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q115«Ñ61~90¸¹,26.84,¦í,,,1020626,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1011015,211.18,3,2,2,¦³,¦³,16980000,80405,©Y¹D¥­­±,33.79,0,,RPUTMLQJQHIFFBF09CA
·s²ø°Ï,¤g¦a,®ü¤sÀY¬q¥ÛÀt¤p¬q1~30¦a¸¹,299.96,¦í,,,1020709,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,26767100,89236,,0.0,0,,RPPVMLRJQHIFFBF88CA
ªL¤f°Ï,¤g¦a,ÄRªL¬q331~360¦a¸¹,1053.25,¦í,,,1020513,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,145955608,138576,,0.0,0,,RPSNMLTJQHIFFBF58CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤¤¤s¸ô¤T¬q481~510¸¹,6.75,¦í,,,1020711,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880409,75.34,4,1,2,¦³,¦³,4900000,65038,,0.0,0,¼W«Ø©Î¥e¥Î½d³ò:§¨¼h,RPURMLTJQHIFFBF56CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°ÏÃ£®õ¸ô94«Ñ31~60¸¹,31.38,¦í,,,1020719,¤g¦a3«Øª«1¨®¦ì0,¤­¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0691114,106.78,3,2,2,¦³,µL,6900000,64619,,0.0,0,,RPVRMLTJQHIFFBF66CA
¤­ªÑ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤­ªÑ°Ï¦¨®õ¸ô¤G¬q91«Ñ1~30¸¹,7.02,°Ó,,,1020611,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850703,95.99,3,2,2,¦³,¦³,7070000,73654,,0.0,0,,RPWQMLTJQHIFFBF66CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q41«Ñ31~60¸¹,15.39,¦í,,,1020717,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960719,119.63,2,2,1,¦³,¦³,7700000,64365,©Y¹D¥­­±,38.9,0,,RPUSMLTJQHIFFBF66CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤T¸ô¤G¬q1~30¸¹,12.9,°Ó,,,1020614,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970729,143.18,2,2,1,¦³,¦³,7950000,55525,©Y¹D¥­­±,0.0,0,,RPOOMLMKQHIFFBF67CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤¤©Mµó61~90¸¹,19.93,¦í,,,1020621,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831231,115.46,3,2,2,¦³,¦³,9600000,83146,,0.0,0,¤g¦a¼W­Èµ|¶R¨ü¤H­t¾á,RPVOMLMKQHIFFBF38CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤¤¥¿¸ô505«Ñ1~30¸¹,27.09,¦í,,,1020705,¤g¦a2«Øª«1¨®¦ì1,¤@¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841230,125.62,2,1,1,¦³,¦³,6650000,52937,©Y¹D¥­­±,0.0,0,,RPQPMLNKQHIFFBF08CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°Ï¤¤©Mµó121~150¸¹,16.12,¦í,,,1020706,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840119,120.05,3,2,1,¦³,¦³,11000000,91628,©Y¹D¥­­±,0.0,0,,RPUPMLNKQHIFFBF48CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªL¤f°Ï¤¤¤s¸ô631~660¸¹,18.2,¦í,,,1020720,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¥|¼h,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0961206,42.16,0,0,0,µL,¦³,8000000,189753,,0.0,0,,RPOQMLNKQHIFFBF97CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤å¤Æ¤G¸ô¤@¬q120«Ñ1~30¸¹,20.95,¦í,,,1020707,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830817,117.22999999999999,2,1,1,¦³,¦³,6950000,59285,©Y¹D¾÷±ñ,0.0,0,,RPPSMLNKQHIFFBF28CA
