¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
©x¥Ð°Ï,¤g¦a,¨¤¨q¬q481~510¦a¸¹,205.0,¨ä¥L,,,1061227,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,266500,1300,,0.0,0,¨óÄ³»ùÁÊ,RPPNMLPKJHNFFFD97CA
©x¥Ð°Ï,¤g¦a,¨¤¨q¬q481~510¦a¸¹,216.0,¨ä¥L,,,1061227,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,280800,1300,,0.0,0,¨óÄ³»ùÁÊ,RPQNMLPKJHNFFFD08CA
©x¥Ð°Ï,¤g¦a,¨¤¨q¬q511~540¦a¸¹,276.0,¨ä¥L,,,1061227,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,358800,1300,,0.0,0,¨óÄ³»ùÁÊ,RPWNMLPKJHNFFFD68CA
³Â¨§°Ï,¤g¦a,´ä®H¬q181~210¦a¸¹,2.0,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,1061212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5200,2600,,0.0,0,¨óÄ³»ùÁÊ,RPOPMLPKJHNFFFD08CA
³Â¨§°Ï,¤g¦a,´ä®H¬q1471~1500¦a¸¹,133.46,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1061212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,133464,1000,,0.0,0,¨óÄ³»ùÁÊ,RPPPMLPKJHNFFFD18CA
³Â¨§°Ï,¤g¦a,´ä®H¬q1471~1500¦a¸¹,220.04,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1061212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,220036,1000,,0.0,0,¨óÄ³»ùÁÊ,RPQPMLPKJHNFFFD28CA
©x¥Ð°Ï,¤g¦a,ªÀ¤l¬q421~450¦a¸¹,1787.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1061218,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1260000,705,,0.0,0,,RPXPMLPKJHNFFFD98CA
³Â¨§°Ï,¤g¦a,´ä¤l§À¬q61~90¦a¸¹,62.29,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,1061212,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,143275,2300,,0.0,0,¨óÄ³»ùÁÊ,RPUNMLMLJHNFFFD28CA
³Â¨§°Ï,¤g¦a,´ä¤l§À¬q61~90¦a¸¹,62.29,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,1061212,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,143275,2300,,0.0,0,¨óÄ³»ùÁÊ,RPVNMLMLJHNFFFD38CA
¨Î¨½°Ï,¤g¦a,¶ó¤l¤º¬q2101~2130¦a¸¹,2600.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1061216,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4160000,1600,,0.0,0,,RPSNMLLKJHNFFGD97CA
¦è´ä°Ï,¤g¦a,¦¨¥\¬q661~690¦a¸¹,231.41,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1061228,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,630000,2722,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLMKJHNFFGD77CA
¤CªÑ°Ï,¤g¦a,¤T©M¬q121~150¦a¸¹,5348.09,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,1070108,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3400000,636,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPOMLMKJHNFFGD87CA
¨Î¨½°Ï,¤g¦a,¨Î¨½¬q1681~1710¦a¸¹,4.42,¨ä¥L,,,1070108,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,67873,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,SPPOMLMKJHNFFGD97CA
¤CªÑ°Ï,¤g¦a,¤T¦N¬q181~210¦a¸¹,99.77,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1070108,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,6014,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQOMLMKJHNFFGD97CA
¨Î¨½°Ï,¤g¦a,·s¦w¬q901~930¦a¸¹,492.99,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1061228,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2390000,4848,,0.0,0,,RPXOMLMKJHNFFGD68CA
¤»¥Ò°Ï,¤g¦a,¥Á±Ú¬q511~540¦a¸¹,85.51,¦í,,,1061205,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2950095,34500,,0.0,0,¿Ë¤Í¶¡(¤÷¤l)¤§¥æ©ö¡C,RPRNMLPJKHNFFFD18CA
¾Ç¥Ò°Ï,¤g¦a,¾Ç¥Ò¬q91~120¦a¸¹,153.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1061130,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,288800,1888,,0.0,0,¦aÄy²M²z¤g¦a¼Ð°â®×,RPWOMLQKJHNFFGD98CA
¾Ç¥Ò°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¾Ç¥Ò°Ï©ú©y¨½¥ÁÅv¸ô181~210¸¹,87.37,¦í,,,1061124,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0730525,150.56,4,2,3,¦³,µL,3000000,19926,,0.0,0,,RPPNMLTKJHNFFGD48CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ï§¤¾r1~30¸¹,116.86,¦í,,,1061225,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1060920,223.96,6,2,5,¦³,µL,8500000,37953,,0.0,0,,RPTNMLLKJHNFFHD18CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«·sÉ]°ÏªÀ¤º121~150¸¹,25.96,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060218,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060908,111.24000000000001,2,2,2,¦³,¦³,4200000,37756,©Y¹D¾÷±ñ,0.0,450000,,RPXOMLNKJHNFFHD88CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÉ]°ÏªÀ¤º121~150¸¹,17.22,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050604,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060908,77.45,2,2,2,¦³,¦³,3250000,41963,,0.0,0,,RPPPMLNKJHNFFHD18CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«·sÉ]°ÏªÀ¤º121~150¸¹,21.23,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1041105,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060908,90.08,2,2,2,¦³,¦³,3700000,41075,©Y¹D¾÷±ñ,0.0,550000,,RPWPMLNKJHNFFHD88CA
