¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°ÏºÖ¥Ð¤@µó82«Ñ1~30¸¹,84.36,¦í,,,1061012,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0870917,194.27,5,2,3,¦³,µL,12210000,62851,,0.0,0,§t¼W«Ø,RPWOMLRJKIMFFAB28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¤@¤ßµó391~420¸¹,26.2,°Ó,,,1051128,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060922,224.98000000000002,4,2,2,¦³,¦³,10350000,46254,©Y¹D¥­­±,50.94,2300000,,RPXPMLSJKIMFFAB58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¤@¤ßµó391~420¸¹,20.38,°Ó,,,1051011,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060922,163.3,3,2,2,¦³,¦³,7670000,48030,©Y¹D¥­­±,25.47,1050000,,RPOQMLSJKIMFFAB77CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¤@¤ßµó391~420¸¹,18.26,°Ó,,,1050822,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060922,149.1,3,2,2,¦³,¦³,6570000,44649,©Y¹D¥­­±,25.47,1050000,,RPPQMLSJKIMFFAB87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¤@¤ßµó391~420¸¹,21.43,°Ó,,,1050905,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060922,165.18,3,2,2,¦³,¦³,8020000,49531,©Y¹D¥­­±,25.47,1100000,,RPQQMLSJKIMFFAB97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏºëªZ¸ô91«Ñ1~30¸¹,57.62,¦í,,,1061008,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0760923,76.02,6,0,6,¦³,µL,7350000,96685,,0.0,0,,RPUOMLNKKIMFFAB77CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤­Åv«n¸ô267«Ñ1~30¸¹,34.87,¦í,,,1061001,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0820226,96.06,3,2,2,¦³,¦³,4300000,44764,,0.0,0,,RPTPMLPKKIMFFAB97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾ð¸q¤G«Ñ1~30¸¹,95.0,¦í,,,1061102,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0760819,147.33,4,2,5,¦³,µL,13980000,94889,,0.0,0,,RPPNMLPLKIMFFAB47CA
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¦Û¥Ñ¸ô¤G¬q31~60¸¹,170.0,°Ó,,,1061026,¤g¦a6«Øª«2¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,¤T¼h,©±­±(©±¾Q),¦í°Ó¥Î,¥[±j¿j³y,0381103,271.99,1,1,1,¦³,µL,30000000,110298,,0.0,0,·å²«ª«¥ó¤§¥æ©ö¡C,RPPOMLRLKIMFFAB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q91~120¸¹,22.73,°Ó,,,1061116,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041105,291.47,4,2,2,¦³,¦³,21500000,74474,©Y¹D¥­­±,23.59,1550000,,RPVNMLOJKIMFFBB87CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¥ú¸ô781~810¸¹,10.98,¦í,,,1061019,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830824,136.75,3,2,2,¦³,¦³,5500000,40219,©Y¹D¾÷±ñ,0.0,0,,RPWNMLOJKIMFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ñ¬z¸ô¥|¬q69«Ñ1~30¸¹,86.0,¦í,,,1061018,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0730616,106.59,4,2,3,¦³,µL,10100000,94756,,0.0,0,,RPWOMLOJKIMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¤G¸ô¤G¬q91~120¸¹,16.76,°Ó,,,1061108,¤g¦a1«Øª«2¨®¦ì1,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031006,142.0,2,2,1,¦³,¦³,8820000,62108,©Y¹D¥­­±,34.64,0,,RPSPMLOJKIMFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô151~180¸¹,4.86,¦í,,,1061110,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790808,33.72,1,1,1,¦³,¦³,1300000,38553,,0.0,0,,RPQQMLOJKIMFFBB67CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤j¸qµó31~60¸¹,222.0,¦í,,,1061122,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0991012,520.42,38,1,38,¦³,µL,28000000,53803,,0.0,0,,RPVRMLOJKIMFFBB28CA
¥_°Ï,¤g¦a,ªô­í¤l¬q31~60¦a¸¹,215.57,¨ä¥L,,,1061114,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11295755,52399,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPRPMLPJKIMFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q631~660¸¹,9.47,°Ó,,,1061109,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤@¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860416,152.1,2,2,2,¦³,¦³,7900000,51940,©Y¹D¥­­±,14.03,0,,RPOQMLPJKIMFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï«Ø©M¸ô¤@¬q391~420¸¹,17.9,¦í,,,1061031,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040416,124.32,2,2,1,¦³,¦³,6400000,51480,©Y¹D¾÷±ñ,0.0,0,,RPVRMLPJKIMFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¸ô61~90¸¹,20.23,¦í,,,1061030,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050602,174.64,3,2,2,¦³,¦³,8660000,49588,©Y¹D¥­­±,24.06,0,,RPWQMLRJKIMFFBB58CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï§ò·Ë¦è¸ô¤T¬q151~180¸¹,93.3,¦í,,,1061102,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031008,211.52,4,3,5,¦³,µL,20000000,94554,,0.0,0,,RPQPMLTJKIMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¿ñ¹ç¸ô¤@¬q1~30¸¹,14.96,¦í,,,1061026,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850618,86.14999999999999,2,2,1,¦³,¦³,3880000,45038,,0.0,0,,RPTNMLKKKIMFFBB37CA
¥_°Ï,¤g¦a,°®·¾¤l¬q121~150¦a¸¹,727.0,¦í,,,1061003,¤g¦a8«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,70000000,96286,,0.0,0,,RPVNMLLKKIMFFBB67CA
¥_¤Ù°Ï,¤g¦a,¦Pºa¬q1201~1230¦a¸¹,373.41,¨ä¥L,,,1061113,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12266518,32850,,0.0,0,,RPOQMLLKKIMFFBB27CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï­xºa¤@µó1~30¸¹,17.67,¦í,,,1061115,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041016,151.1,3,2,1,¦³,¦³,8000000,52945,©Y¹D¥­­±,20.85,0,,RPOOMLMKKIMFFBB17CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó©MªFµó181~210¸¹,20.72,¦í,,,1061027,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041008,134.76999999999998,2,2,1,¦³,¦³,5900000,43778,©Y¹D¥­­±,33.58,0,,RPRNMLNKKIMFFBB47CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,5.24,°Ó,,,1061105,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941208,66.39,1,1,1,¦³,¦³,4150000,62509,,0.0,0,,RPROMLNKKIMFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q661~690¸¹,2.53,¦í,,,1061025,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841124,35.28,1,0,1,¦³,¦³,1540000,43651,,0.0,0,,RPWOMLNKKIMFFBB08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¾Ç¤h¸ô151~180¸¹,19.07,¦í,,,1061103,¤g¦a4«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690130,85.15,3,2,1,¦³,¦³,4425000,51967,,0.0,0,,RPXPMLNKKIMFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤»¸ô331~360¸¹,15.2,°Ó,,,1061103,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040813,167.32,3,2,2,¦³,¦³,10060000,62624,©Y¹D¥­­±,26.64,1250000,,RPSNMLSKKIMFFBB08CA
¥_¤Ù°Ï,¤g¦a,´ººÖ¬q91~120¦a¸¹,376.87,¦í,,,1061022,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,30780000,81673,,0.0,0,,RPRPMLSKKIMFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¿ñ¹ç¸ô¤@¬q361~390¸¹,10.74,¦í,,,1061110,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0890302,113.64999999999999,3,2,2,¦³,¦³,4800000,42235,,0.0,0,,RPOQMLSKKIMFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´º½å¸ô91~120¸¹,20.85,¦í,,,1060913,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050812,160.58,3,2,2,¦³,¦³,8450000,55853,©Y¹D¥­­±,29.88,1150000,,RPUPMLTKKIMFFBB58CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´°¤Æ¸ô¤@¬q406«Ñ1~30¸¹,9.13,¦í,,,1061026,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840807,93.97999999999999,3,2,2,¦³,¦³,5150000,54799,©Y¹D¾÷±ñ,0.0,0,,RPQOMLPLKIMFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¨|¼w¸ô121~150¸¹,73.0,¦í,,,1061026,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,°Ó·~¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0640206,155.0,8,0,8,¦³,µL,8980000,57935,,0.0,0,,RPPPMLPLKIMFFBB77CA
¥_¤Ù°Ï,¤g¦a,³¯¥­¬q1891~1920¦a¸¹,50.91,¨ä¥L,,,1061106,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1960026,38500,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPRQMLPLKIMFFBB08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï±ö«FªFµó76«Ñ1~30¸¹,27.67,¦í,,,1061102,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0671214,84.95,3,2,2,¦³,µL,3200000,37669,,0.0,0,,RPUQMLPLKIMFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±ö¤tªF¸ô¥|¬q91~120¸¹,9.75,¦í,,,1061031,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840609,108.39,3,1,2,¦³,¦³,5000000,46130,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPSMLQLKIMFFBB18CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏÀsªù¸ô121~150¸¹,165.34,¦í,,,1061027,¤g¦a2«Øª«1¨®¦ì2,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0870323,344.03,5,3,4,¦³,µL,30680000,89178,©Y¹D¥­­±,27.59,0,,RPWOMLOJKIMFFCB18CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´Â´I¸ô211~240¸¹,21.93,¨ä¥L,,,1061019,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¥|¼h,¤T¤Q¥|¼h,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1040924,406.66999999999996,0,0,0,µL,¦³,37800000,92172,©Y¹D¥­­±,34.54,3500000,,RPWQMLOJKIMFFCB38CA
¦è¤Ù°Ï,¤g¦a,¦è¤Ù¬q2131~2160¦a¸¹,188.75,¨ä¥L,,,1061114,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,16306846,86394,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPTNMLPJKIMFFCB87CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô231«Ñ1~30¸¹,27.65,¦í,,,1061029,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850923,132.29,0,0,0,µL,¦³,5000000,37796,,0.0,0,,RPWNMLPJKIMFFCB18CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤C¸ô181~210¸¹,22.96,¨ä¥L,,,1011218,¤g¦a1«Øª«1¨®¦ì2,¤T¼h,¤G¤Q¤K¼h,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060321,426.65999999999997,0,0,0,µL,¦³,40900000,94272,©Y¹D¥­­±,23.57,2900000,¤£°Ê²£¤§¦@¦³¤H¼Æ¬°¢±¤H¡A106/9/15¿ËÄÝ¶¡Åý´ç«ù¤À1/2,RPUOMLQJKIMFFCB18CA
