╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧│═▒█╕Ї332л╤1~30╕╣,26.9,жэ,,,1010719,дgжa1л╪кл1иожь0,дG╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0710513,73.65,3,2,2,ж│,╡L,2000000,27155,,0.0,0,,RPTNMLRLQHHFFBS37DA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дх╛╟╡є1~30╕╣,30.56,жэ,,,1010614,дgжa1л╪кл1иожь0,дE╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0790820,132.04,4,2,2,ж│,ж│,4500000,34081,,0.0,0,,RPSPMLTLQHHFFBS67DA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╝wлH╡є105л╤1~30╕╣,10.8,жэ,,,1010709,дgжa1л╪кл1иожь0,дG╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840223,74.72,2,1,1,ж│,ж│,1400000,18737,,0.0,0,,RPWNMLKMQHHFFEE58DA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧╕c╛Ї╕Ї1~30╕╣,36.63,жэ,,,1010529,дgжa1л╪кл1иожь0,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950512,102.99,3,2,2,ж│,ж│,3100000,30100,,0.0,0,,RPPOMLLLQHHFFAS98DA
│╛кQ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел│╛кQ░╧╝с┤Є╕Ї208л╤1~30╕╣,20.22,жэ,,,1010627,дgжa1л╪кл1иожь1,дQе|╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860113,182.9,3,2,2,ж│,ж│,5460000,29852,йY╣Dенн▒,43.63,0,,RPTNMLPKQHHFFDS17CA
к№╜м░╧,дgжa,лCжwмq541~570жa╕╣,83.17,,╢mз°░╧,дA║╪л╪┐vе╬жa,1010626,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,630000,7575,,0.0,0,,RPXNMLLMQHHFFES47CA
┤Єд║░╧,дgжa,о№оHмq2941~2970жa╕╣,1167.0,жэ,,,1010629,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,18357040,15730,,0.0,0,,RPXNMLNJRHHFFES47CA
дj╝d░╧,й╨жa(дgжa+л╪кл),░к╢пелдj╝d░╧жие\╕Ї116л╤1~30╕╣,18.23,жэ,,,1010627,дgжa1л╪кл1иожь0,дQдC╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830621,151.21,4,2,2,ж│,ж│,1850000,12234,,0.0,0,,RPPNMLSJQHHFFGS27CA
дj╝d░╧,дgжa,икоrмq271~300жa╕╣,1142.0,╣A,,,1010712,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4760000,4168,,0.0,0,,RPTNMLSJQHHFFGS67CA
дj╝d░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдj╝d░╧д║з|╕Ї91~120╕╣,25.99,жэ,,,1010723,дgжa1л╪кл1иожь1,дQ╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840703,131.70999999999998,3,2,1,ж│,ж│,1000000,7592,йY╣Dенн▒,0.0,0,,RPTNMLMLQHHFFGS27CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧л╪░ъд@╕Ї62л╤11з╦1~30╕╣,25.44,жэ,,,1010720,дgжa2л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0690507,75.79,3,1,2,ж│,╡L,1060000,13986,,0.0,0,,RPTNMLRJQHHFFBE38DA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧л╪░ъдG╕Ї241~270╕╣,3.06,░╙,,,1010730,дgжa2л╪кл1иожь0,дE╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),,┐√╡м▓V╛одg│y,0721126,35.67,1,1,1,ж│,ж│,650000,18224,,0.0,0,,RPOOMLOKQHHFFDE97DA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧нxо╒╕Ї782л╤1~30╕╣,28.74,жэ,,,1010727,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0700409,81.58,3,2,2,ж│,╡L,1300000,15935,,0.0,0,,RPPNMLQJQHHFFEE18DA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧░к╢пел╗ёдs░╧│═▒█╕Ї336л╤1~30╕╣,19.03,жэ,,,1010719,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0710530,49.42,2,1,1,ж│,╡L,1330000,26912,,0.0,0,,RPRNMLNJQHHFFBS09CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧жPй·╡є35л╤1~30╕╣,19.47,жэ,,,1010720,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0681018,59.82,3,1,2,ж│,╡L,700000,11702,,0.0,0,,RPQNMLTJQHHFFBS96CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╡╜з╙╡є1~30╕╣,11.81,жэ,,,1010801,дgжa3л╪кл1иожь0,дE╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831130,80.0,0,0,0,ж│,ж│,2500000,31250,,0.0,0,,RPXNMLKKQHHFFBS86CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╗ёдs░╧╣Lйў╡є61~90╕╣,128.03,жэ,,,1010709,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,1010502,249.51,4,2,3,ж│,╡L,15360000,61561,,0.0,0,,RPSOMLNKQHHFFBS76CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧л╪░ъ╕ЇдGмq121~150╕╣,27.49,жэ,,,1010801,дgжa1л╪кл1иожь0,дT╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0890520,149.49,3,2,2,ж│,ж│,2500000,16724,,0.0,0,,RPTNMLPLQHHFFBS07CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧┤I╖s╕Ї221л╤1~30╕╣,87.25,жэ,,,1010723,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010220,153.0,5,2,3,ж│,╡L,8500000,55556,,0.0,0,,RPQQMLKMQHHFFBS66CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧┤I╖s╕Ї221л╤1~30╕╣,88.74,жэ,,,1010803,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010220,155.85,4,2,4,ж│,╡L,7800000,50048,,0.0,0,,RPVNMLLMQHHFFBS96CA
┐P▒_░╧,дgжa,┐Pддмq871~900жa╕╣,43.57,,,,1010725,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,401000,9204,,0.0,0,,RPQNMLRJQHHFFAS66CA
е├жw░╧,й╨жa(дgжa+л╪кл),░к╢пеле├жw░╧е·й·╕ЇдKл╤1~30╕╣,70.65,жэ,╢mз°░╧,дA║╪л╪┐vе╬жa,1010713,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0660110,96.0,2,2,2,ж│,╡L,1000000,10417,,0.0,0,,RPPNMLRKQHHFFAS66CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧ек└чдj╕Ї1~30╕╣,30.29,жэ,,,1010719,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,0760212,132.8,4,2,2,ж│,╡L,2260000,17018,,0.0,0,,RPSNMLMLQHHFFEE18CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧│╒╖RдT╕Ї481~510╕╣,13.2,жэ,,,1010701,дgжa1л╪кл1иожь0,дC╝h,дGдQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860421,174.93,4,2,2,ж│,ж│,6090000,34815,,0.0,0,,RPTNMLTLQHHFFEE98CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╝wе┴╕Ї356л╤60з╦1~30╕╣,15.14,жэ,,,1010615,дgжa1л╪кл1иожь0,дG╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820311,90.25,3,1,2,ж│,ж│,2050000,22716,,0.0,0,,RPTNMLKMQHHFFEE18CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧жwжN╡є211~240╕╣,10.66,░╙,,,1010801,дgжa1л╪кл1иожь1,е|╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0811027,114.17,3,2,2,ж│,ж│,3500000,30655,йY╣D╛ў▒ё,0.0,0,,RPVPMLKMQHHFFEE58CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧ек└ч░╧дj╢╢д@╕Ї241~270╕╣,10.94,жэ,,,1010715,дgжa1л╪кл1иожь1,д@╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850119,90.89,3,2,2,ж│,ж│,4500000,49511,йY╣D╛ў▒ё,0.0,0,,RPOQMLKMQHHFFEE97CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧дj┬╫дG╕Ї390л╤1~30╕╣,25.15,жэ,,,1010723,дgжa1л╪кл1иожь0,дT╝hбA╣q▒ш╝╙▒ш╢б,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830222,105.82000000000001,3,2,2,ж│,ж│,7860000,74278,,0.0,0,,RPPNMLQKQHHFFDE08CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧дj┬╫дG╕Ї390л╤1~30╕╣,25.5,жэ,,,1010723,дgжa1л╪кл1иожь0,дT╝hбA╣q▒ш╝╙▒ш╢б,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830222,104.77000000000001,3,2,2,ж│,ж│,7860000,75022,,0.0,0,,SPPNMLQKQHHFFDE18CA
дTе┴░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдTе┴░╧е┐┐│╕Ї53л╤1~30╕╣,13.28,жэ,,,1010722,дgжa1л╪кл1иожь1,дK╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0811118,148.85,3,2,2,ж│,ж│,4480000,30098,йY╣Dенн▒,0.0,0,,RPQNMLPKQHHFFDE08CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧дj┬╫д@╕Ї121~150╕╣,125.0,жэ,,,1010703,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,,┐√╡м▓V╛одg│y,0760610,229.38,0,0,5,╡L,╡L,23500000,102450,,0.0,0,,RPPNMLRJQHHFFDE08CA
дTе┴░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдTе┴░╧─_┐│╕Ї31~60╕╣,9.33,жэ,,,1010721,дgжa1л╪кл1иожь1,дK╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860419,92.5,1,1,1,ж│,ж│,2350000,25404,йY╣Dенн▒,35.43,0,,RPTNMLTJQHHFFDE68CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧мK╢з╡є61~90╕╣,7.07,жэ,,,1010716,дgжa1л╪кл1иожь0,дC╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0901122,77.59,3,2,1,ж│,ж│,2050000,26421,,0.0,0,,RPUNMLQKQHHFFDE58CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧дддsд@╕Ї325л╤1~30╕╣,3.48,░╙,,,1010725,дgжa1л╪кл1иожь0,дC╝h,дQе|╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0850417,36.76,1,1,1,ж│,╡L,1010000,27475,,0.0,0,,RPVNMLRKQHHFFDE78CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧л╪йў╕Ї31~60╕╣,6.12,░╙,,,1010723,дgжa1л╪кл1иожь0,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0871117,73.45,2,1,1,ж│,ж│,2300000,31316,,0.0,0,,RPXNMLRKQHHFFDE98CA
дp┤ф░╧,й╨жa(дgжa+л╪кл),░к╢пелдp┤ф░╧кQ┐│╕Ї69л╤1~30╕╣,88.0,жэ,,,1010715,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0890529,164.91,5,2,4,ж│,╡L,5900000,35777,,0.0,0,,RPXNMLQKQHHFFCE78CA
лe┬э░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пеллe┬э░╧╖ч┐│╡є181~210╕╣,24.19,жэ,,,1010713,дgжa1л╪кл1иожь1,дC╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0781110,145.06,4,1,2,ж│,ж│,4500000,31022,йY╣Dенн▒,0.0,0,,RPRNMLMLQHHFFCE87CA
дTе┴░╧,й╨жa(дgжa+л╪кл),░к╢пелдTе┴░╧е┴▒┌д@╕Ї543л╤1~30╕╣,31.42,жэ,,,1010720,дgжa1л╪кл1иожь0,е■,дQдT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0850528,324.0,0,0,0,╡L,╡L,17780000,54877,,0.0,0,,RPSNMLNLQHHFFDE18CA
дTе┴░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдTе┴░╧╕qйM╕Ї61л╤1~30╕╣,14.63,жэ,,,1010708,дgжa1л╪кл1иожь1,дQ╝hбAдQд@╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831227,110.66,3,2,2,ж│,ж│,3800000,34338,йY╣Dенн▒,0.0,0,,RPXNMLRLQHHFFDE09CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧кZ╝yдT╕Ї91~120╕╣,48.0,░╙,,,1010726,дgжa0л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAе|╝hбA├M╝╙,е|╝h,й▒н▒(й▒╛Q),,┐√╡м▓V╛одg│y,0700422,140.29,0,0,4,╡L,╡L,6850000,48827,,0.0,0,,RPXNMLKMQHHFFBE28CA
╖s┐│░╧,й╨жa(дgжa+л╪кл),░к╢пел╖s┐│░╧лn╗O╕Ї121~150╕╣,4.85,░╙,,,1010726,дgжa1л╪кл1иожь0,дT╝h,дC╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0830630,28.490000000000002,1,1,1,╡L,ж│,850000,29839,,0.0,0,,RPQNMLKLQHHFFBE47CA
лe┬э░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пеллe┬э░╧е┴┼vдG╕Ї511~540╕╣,12.87,жэ,,,1010725,дgжa1л╪кл1иожь1,дQдE╝h,дGдQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970307,272.11,3,2,2,ж│,ж│,16200000,59536,йY╣Dенн▒,14.77,0,,RPRNMLKKQHHFFCE57CA
лe┬э░╧,й╨жa(дgжa+л╪кл),░к╢пеллe┬э░╧║ый╛╡є162л╤6з╦1~30╕╣,28.6,жэ,,,1010704,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0680226,81.77000000000001,3,2,2,ж│,╡L,1480000,18099,,0.0,0,,RPTNMLKKQHHFFCE77CA
лe┬э░╧,й╨жa(дgжa+л╪кл),░к╢пеллe┬э░╧▒^дsлn╡є331~360╕╣,149.0,жэ,,,1010720,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбA├M╝╙,дT╝h,й▒н▒(й▒╛Q),,е[▒j┐j│y,0640402,315.72,5,2,3,ж│,╡L,16200000,51311,,0.0,0,,RPPNMLNKQHHFFCE67CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧е·╡╪дG╕Ї390л╤15з╦1~30╕╣,64.0,жэ,,,1010803,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,,е[▒j┐j│y,0580320,69.18,3,2,2,ж│,╡L,3400000,49147,,0.0,0,,RPPNMLSKQHHFFBE08CA
нd╢о░╧,й╨жa(дgжa+л╪кл),░к╢пелнd╢о░╧дTжhдG╕Ї241~270╕╣,8.36,жэ,,,1010803,дgжa1л╪кл1иожь0,д╗╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),,┐√╡м▓V╛одg│y,0700805,68.89,3,2,1,ж│,ж│,1930000,28015,,0.0,0,,RPTOMLMLQHHFFBE08CA
╖s┐│░╧,й╨жa(дgжa+л╪кл),░к╢пел╖s┐│░╧е┴ж│╡є1~30╕╣,31.0,░╙,,,1010622,дgжa2л╪кл1иожь0,е|╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0650914,69.06,3,2,2,ж│,╡L,1800000,26064,,0.0,0,,RPROMLSLQHHFFBE48CA
╣кдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╣кдs░╧░иеd╣D╕Ї391~420╕╣,26.09,жэ,,,1010725,дgжa1л╪кл1иожь1,дQдT╝h,дGдQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010411,291.94,4,2,2,ж│,ж│,20300000,69536,йY╣Dенн▒,26.5,0,,RPSNMLTJQHHFFAE28CA
╣кдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╣кдs░╧└╪о№д@╕Ї31~60╕╣,25.6,░╙,,,1010718,дgжa2л╪кл1иожь0,д@╝hбA├M╝╙бAзи╝h,дн╝h,ифеL,иги╧е╬░ї╖╙,┐√╡м▓V╛одg│y,0770407,131.32,3,0,2,ж│,╡L,8000000,60920,,0.0,0,,RPPNMLPKQHHFFAE67CA
