¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦èÀ¬¶m,¤g¦a,¤p¦À¨¤¬q871~900¦a¸¹,110.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040128,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,620000,5636,,0.0,0,,RPVNMLOJKHKFFAX17DA
°¨¤½¥«,¤g¦a,¤å¥Û¬q1141~1170¦a¸¹,198.1,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1031231,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8900000,44927,,0.0,0,ÅÜ§ó°_³y¤H,§t¥¼¨Ó¿³«Ø©Ð«Î¤§¶O¥Î,RPQNMLPJKHKFFAX66CA
°¨¤½¥«,¤g¦a,¤­¼w¦è¬q661~690¦a¸¹,776.59,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031231,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2300000,2962,,0.0,0,,RPWNMLOJKHKFFAX17CA
°¨¤½¥«,¤g¦a,¿³¤¯«n¬q361~390¦a¸¹,6522.27,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040120,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,29000000,4446,,0.0,0,,RPPNMLOLKHKFFAX66CA
¦èÀ¬¶m,¤g¦a,¤j¦À¨¤¬q961~990¦a¸¹,272.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1031223,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,740000,2721,,0.0,0,,RPTNMLQKKHKFFAX17CA
°¨¤½¥«,¤g¦a,¤å¼d¬q1021~1050¦a¸¹,137.42,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,400000,2911,,0.0,0,,RPQOMLPJKHKFFAX76CA
°¨¤½¥«,¤g¦a,ÅK½u¬q1051~1080¦a¸¹,726.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,32000000,44077,,0.0,0,ÅÜ§ó°_³y¤H¡A§t¥¼¨Ó¿³«Ø©Ð«Î¤§¶O¥Î¡CÅv§Q¤H¼Æ¡G4¤H¡C,RPROMLPJKHKFFAX86CA
°¨¤½¥«,¤g¦a,¤å¼d¬q1051~1080¦a¸¹,97.38,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,250000,2567,,0.0,0,,RPXNMLPJKHKFFAX47DA
°¨¤½¥«,¤g¦a,ÅK½u¬q901~930¦a¸¹,599.22,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040129,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1850000,3087,,0.0,0,,RPQNMLTJKHKFFAX17DA
°¨¤½¥«,¤g¦a,¤­ºÖ¬q871~900¦a¸¹,318.64,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031231,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2300000,7218,,0.0,0,,RPSNMLQJKHKFFAX07DA
°¨¤½¥«,¤g¦a,¤¤¤s¬q31~60¦a¸¹,873.13,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5282000,6050,,0.0,0,,RPTNMLQJKHKFFAX17DA
°¨¤½¥«,¤g¦a,¤å¼d¬q901~930¦a¸¹,696.17,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7707000,11071,,0.0,0,,RPVNMLQJKHKFFAX37DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¤j´¼µó24«Ñ31~60¸¹,88.18,°Ó,,,1031208,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0680614,258.64,4,2,5,¦³,µL,17000000,65728,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLMKKHKFFAX09DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¦è½Ã211~240¸¹,188.22,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1031230,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0870420,182.24,5,1,3,¦³,µL,5000000,27436,,0.0,0,,RPPNMLRKKHKFFAX96DA
°¨¤½¥«,¤g¦a,¤¤¤s¬q271~300¦a¸¹,320.88,¦í,,,1040128,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8180000,25492,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPSNMLLKKHKFFAX76EA
°¨¤½¥«,¤g¦a,¦è¿D¬q961~990¦a¸¹,405.12,¦í,,,1040205,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13690000,33792,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPTNMLLKKHKFFAX86EA
°¨¤½¥«,¤g¦a,°¨¤½¬q2131~2160¦a¸¹,152.0,¦í,,,1040204,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10640000,70000,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPRNMLLKKHKFFAX66EA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]ÅK½u§À1~30¸¹,319.45,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1031220,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971202,254.69,5,1,3,¦³,µL,3800000,14920,,0.0,0,,RPQNMLRKKHKFFAX07DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¥Á¥Í¸ô1~30¸¹,65.0,°Ó,,,1031231,¤g¦a3«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A¹q±è¼Ó±è¶¡¡A¦a¤U¼h,¥|¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0680701,227.67,3,2,4,¦³,µL,7600000,33382,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLMKKHKFFAX66DA
¦èÀ¬¶m,¤g¦a,¤p¦À¨¤¬q871~900¦a¸¹,125.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040202,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,184146,1473,,0.0,0,,RPWNMLNKKHKFFAX27DA
°¨¤½¥«,¤g¦a,¤s¤ôªF¬q511~540¦a¸¹,161.72,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040130,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,150000,928,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLTJKHKFFAX27DA
°¨¤½¥«,¤g¦a,ÅK½u¬q1171~1200¦a¸¹,1397.1,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040128,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4226000,3025,,0.0,0,,RPQNMLKKKHKFFAX88CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¤¤µØ¸ô241~270¸¹,185.38,¦í,,,1031229,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0930203,216.74,0,2,2,¦³,µL,30000000,138415,,0.0,0,,RPVNMLNKKHKFFAX07CA
°¨¤½¥«,¤g¦a,ªF½Ã¬q721~750¦a¸¹,285.12,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040123,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1810000,6348,,0.0,0,,RPVNMLQKKHKFFAX37CA
´ò¦è¶m,¤g¦a,¨F´ä¥_¬q511~540¦a¸¹,734.6,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040203,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,460000,626,,0.0,0,,RPPNMLKKKHKFFAX78CA
´ò¦è¶m,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤´ò¦è¶m¤j«°¥_31~60¸¹,302.89,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1031231,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0250101,128.93,3,1,1,¦³,µL,582897,4521,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLTJKHKFFAX47DA
°¨¤½¥«,¤g¦a,¤¤½Ã¬q301~330¦a¸¹,237.5,¤u,,,1031231,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,4211,,0.0,0,Åv§Q¤H­t¾á¤g¦a¼W­Èµ|,RPRNMLKKKHKFFAX09DA
°¨¤½¥«,¤g¦a,¤¤½Ã¬q1501~1530¦a¸¹,505.58,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040204,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3517000,6956,,0.0,0,,RPUNMLLKKHKFFAX86DA
¥Õ¨F¶m,¤g¦a,´ä¤l¦è¬q121~150¦a¸¹,1476.23,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040123,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,1016,,0.0,0,,RPVNMLLKKHKFFAX96DA
°¨¤½¥«,¤g¦a,¤¤½Ã¬q1441~1470¦a¸¹,283.89,¹A,,,1040204,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4120000,14513,,0.0,0,,RPQNMLMKKHKFFAX56DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]?ÀY±¾181~210¸¹,248.54,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1031231,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030922,310.91,5,2,5,¦³,µL,7900000,25409,,0.0,0,,RPPNMLNKKHKFFAX56DA
°¨¤½¥«,¤g¦a,¥_·¥¬q31~60¦a¸¹,537.73,¦í,,,1040130,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10568000,19653,,0.0,0,,RPPNMLLKKHKFFAX98DA
°¨¤½¥«,¤g¦a,¤­ºÖ¬q991~1020¦a¸¹,876.45,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031111,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10000000,11410,,0.0,0,½æ¤è½æ²M»ù,RPUNMLQKKHKFFAX27CA
°¨¤½¥«,¤g¦a,ÅK½u¬q571~600¦a¸¹,181.06,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040206,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1210000,6683,,0.0,0,,RPWNMLQKKHKFFAX47CA
´ò¦è¶m,¤g¦a,¹iªù·s¬q1051~1080¦a¸¹,596.47,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040207,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2165000,3630,,0.0,0,,RPSNMLMKKHKFFAX66CA
¦èÀ¬¶m,¤g¦a,½r°¨ÆW¬q1711~1740¦a¸¹,509.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040204,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,589,,0.0,0,,RPQNMLNKKHKFFAX66DA
°¨¤½¥«,¤g¦a,¤s¤ô«n¬q1081~1110¦a¸¹,173.25,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1040203,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5240000,30245,,0.0,0,,RPSNMLNKKHKFFAX86DA
°¨¤½¥«,¤g¦a,¤å¥Û¬q361~390¦a¸¹,450.62,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040205,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10880000,24145,,0.0,0,,RPPNMLTJLHKFFAX17DA
¦èÀ¬¶m,¤g¦a,¤G®r«n¬q1081~1110¦a¸¹,481.67,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,510000,1059,,0.0,0,,RPQNMLQKKHKFFAX96DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¦è½Ã211~240¸¹,185.35,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1040125,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0870420,182.24,3,2,3,¦³,µL,5500000,30180,,0.0,0,,RPRNMLNKKHKFFAX66CA
°¨¤½¥«,¤g¦a,®ü³ö¬q121~150¦a¸¹,633.48,¹A,,,1040123,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2300000,3631,,0.0,0,,RPTNMLNKKHKFFAX86CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¦w¦v¨½31~60¸¹,107.59,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1031230,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0680502,131.81,3,2,2,¦³,µL,526778,3996,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLQKKHKFFAX96CA
¥Õ¨F¶m,¤g¦a,¦N¨©¦è¬q1111~1140¦a¸¹,646.41,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040130,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,1238,,0.0,0,½æ¤è½æ²M»ù,RPXNMLQKKHKFFAX57CA
¥Õ¨F¶m,¤g¦a,¨ª®r¤¤¬q1081~1110¦a¸¹,1028.01,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040202,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2950000,2870,,0.0,0,,RPOOMLQKKHKFFAX76CA
°¨¤½¥«,¤g¦a,¥_·¥¬q211~240¦a¸¹,787.59,¹A,,,1040211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,3809,,0.0,0,,RPPOMLQKKHKFFAX86CA
°¨¤½¥«,¤g¦a,¥_¿D¬q571~600¦a¸¹,169.97,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3084955,18150,,0.0,0,,RPQNMLOLKHKFFAX76CA
°¨¤½¥«,¤g¦a,¥úºa¬q961~990¦a¸¹,3.16,¦í,,,1040209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,160000,50633,,0.0,0,,RPPNMLKKLHKFFAX88CA
°¨¤½¥«,¤g¦a,¤«ÎP¦è¬q1291~1320¦a¸¹,331.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1301658,3933,,0.0,0,,RPUNMLNKKHKFFAX96CA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]¥Û¬u1~30¸¹,63.02,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1040205,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720118,105.78,4,3,3,¦³,µL,2800000,26470,,0.0,0,,RPQNMLPLKHKFFAX86CA
°¨¤½¥«,¤g¦a,ªF¿D¬q481~510¦a¸¹,29.53,¦í,,,1040210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1130000,38266,,0.0,0,,RPQNMLTJLHKFFAX27DA
°¨¤½¥«,¤g¦a,°¨¤½¬q2551~2580¦a¸¹,184.0,¦í,,,1040209,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,18630000,101250,,0.0,0,,RPRNMLOLKHKFFAX96DA
¦èÀ¬¶m,¤g¦a,¤p¦À¨¤¬q1681~1710¦a¸¹,2071.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1031230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3443000,1662,,0.0,0,,RPSNMLPLKHKFFAX17DA
°¨¤½¥«,©Ð¦a(¤g¦a+«Øª«),¼ê´ò¿¤°¨¤½É]ÂêºÞ´ä1981~2010¸¹,78.46,¦í,,,1040115,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0721113,96.85,3,2,1,¦³,µL,1000000,10325,,0.0,0,,RPSNMLQKKHKFFAX17DA
°¨¤½¥«,¤g¦a,®ü³ö¬q1201~1230¦a¸¹,611.43,¤u,,,1040210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4486668,7338,,0.0,0,¦V¬F©²¾÷Ãö¼Ð°â¤§®×¥ó,RPQNMLRKKHKFFAX17EA
´ò¦è¶m,¤g¦a,Àsªù¥_¬q121~150¦a¸¹,1599.93,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1040211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2900000,1813,,0.0,0,,RPRNMLRKLHKFFAX17CA
